date,state,state_abbrev,confirmed,confirmed_cum,deaths,deaths_cum,tests,tests_cum,positives,positives_cum,recovered,recovered_cum
2020-11-24,łódzkie,LD,561,561,39,39,3067,3067,658,658,0,0
2020-11-25,łódzkie,LD,1007,1568,60,99,3813,6880,1089,1747,0,0
2020-11-26,łódzkie,LD,1106,2674,37,136,4195,11075,1208,2955,0,0
2020-11-27,łódzkie,LD,1002,3676,43,179,4490,15565,1120,4075,0,0
2020-11-28,łódzkie,LD,655,4331,60,239,3670,19235,765,4840,0,0
2020-11-29,łódzkie,LD,839,5170,37,276,2768,22003,895,5735,0,0
2020-11-30,łódzkie,LD,376,5546,10,286,1873,23876,416,6151,0,0
2020-12-01,łódzkie,LD,613,6159,21,307,3770,27646,767,6918,0,0
2020-12-02,łódzkie,LD,1011,7170,31,338,4266,31912,1109,8027,0,0
2020-12-03,łódzkie,LD,892,8062,41,379,3646,35558,987,9014,0,0
2020-12-04,łódzkie,LD,918,8980,48,427,3906,39464,1018,10032,0,0
2020-12-05,łódzkie,LD,895,9875,44,471,4115,43579,999,11031,0,0
2020-12-06,łódzkie,LD,558,10433,7,478,2616,46195,630,11661,0,0
2020-12-07,łódzkie,LD,238,10671,8,486,1152,47347,258,11919,0,0
2020-12-08,łódzkie,LD,565,11236,35,521,3606,50953,744,12663,0,0
2020-12-09,łódzkie,LD,822,12058,64,585,3835,54788,912,13575,0,0
2020-12-10,łódzkie,LD,867,12925,67,652,3922,58710,959,14534,0,0
2020-12-11,łódzkie,LD,846,13771,41,693,3533,62243,927,15461,0,0
2020-12-12,łódzkie,LD,695,14466,35,728,3358,65601,777,16238,0,0
2020-12-13,łódzkie,LD,576,15042,1,729,2422,68023,625,16863,0,0
2020-12-14,łódzkie,LD,195,15237,0,729,1485,69508,245,17108,0,0
2020-12-15,łódzkie,LD,451,15688,26,755,3195,72703,564,17672,0,0
2020-12-16,łódzkie,LD,945,16633,68,823,4051,76754,1028,18700,0,0
2020-12-17,łódzkie,LD,776,17409,27,850,3625,80379,853,19553,0,0
2020-12-18,łódzkie,LD,659,18068,34,884,3379,83758,729,20282,0,0
2020-12-19,łódzkie,LD,767,18835,32,916,3528,87286,846,21128,0,0
2020-12-20,łódzkie,LD,449,19284,9,925,1970,89256,481,21609,0,0
2020-12-21,łódzkie,LD,271,19555,2,927,1139,90395,304,21913,0,0
2020-12-22,łódzkie,LD,459,20014,22,949,2687,93082,546,22459,0,0
2020-12-23,łódzkie,LD,864,20878,25,974,3519,96601,929,23388,0,0
2020-12-24,łódzkie,LD,950,21828,51,1025,3741,100342,1059,24447,617,617
2020-12-25,łódzkie,LD,739,22567,10,1035,2570,102912,775,25222,819,1436
2020-12-26,łódzkie,LD,280,22847,0,1035,1148,104060,309,25531,710,2146
2020-12-27,łódzkie,LD,199,23046,2,1037,1196,105256,243,25774,609,2755
2020-12-28,łódzkie,LD,199,23245,0,1037,1126,106382,238,26012,752,3507
2020-12-29,łódzkie,LD,671,23916,15,1052,3456,109838,772,26784,539,4046
2020-12-30,łódzkie,LD,801,24717,36,1088,3462,113300,887,27671,340,4386
2020-12-31,łódzkie,LD,703,25420,23,1111,3162,116462,761,28432,584,4970
2021-01-01,łódzkie,LD,704,26124,25,1136,2841,119303,770,29202,968,5938
2021-01-02,łódzkie,LD,604,26728,4,1140,2293,121596,633,29835,774,6712
2021-01-03,łódzkie,LD,291,27019,0,1140,1810,123406,341,30176,587,7299
2021-01-04,łódzkie,LD,287,27306,0,1140,1628,125034,337,30513,324,7623
2021-01-05,łódzkie,LD,487,27793,21,1161,3318,128352,573,31086,322,7945
2021-01-06,łódzkie,LD,1058,28851,125,1286,4661,133013,1136,32222,287,8232
2021-01-08,łódzkie,LD,546,29397,50,1336,3356,136369,657,32879,838,9070
2021-01-09,łódzkie,LD,702,30099,29,1365,4094,140463,788,33667,754,9824
2021-01-10,łódzkie,LD,573,30672,7,1372,2735,143198,607,34274,599,10423
2021-01-11,łódzkie,LD,218,30890,2,1374,1587,144785,266,34540,558,10981
2021-01-12,łódzkie,LD,285,31175,28,1402,3660,148445,362,34902,392,11373
2021-01-13,łódzkie,LD,567,31742,43,1445,5172,153617,628,35530,326,11699
2021-01-14,łódzkie,LD,554,32296,35,1480,5532,159149,601,36131,752,12451
2021-01-15,łódzkie,LD,495,32791,37,1517,4855,164004,535,36666,814,13265
2021-01-16,łódzkie,LD,415,33206,34,1551,4385,168389,451,37117,627,13892
2021-01-17,łódzkie,LD,351,33557,5,1556,2750,171139,376,37493,551,14443
2021-01-18,łódzkie,LD,97,33654,2,1558,1092,172231,121,37614,720,15163
2021-01-19,łódzkie,LD,275,33929,28,1586,2920,175151,324,37938,599,15762
2021-01-20,łódzkie,LD,393,34322,41,1627,3219,178370,435,38373,229,15991
2021-01-21,łódzkie,LD,410,34732,44,1671,3502,181872,474,38847,452,16443
2021-01-22,łódzkie,LD,351,35083,23,1694,2666,184538,404,39251,537,16980
2021-01-23,łódzkie,LD,348,35431,26,1720,2952,187490,384,39635,650,17630
2021-01-24,łódzkie,LD,283,35714,4,1724,1981,189471,304,39939,437,18067
2021-01-25,łódzkie,LD,118,35832,0,1724,1097,190568,135,40074,456,18523
2021-01-26,łódzkie,LD,256,36088,13,1737,2830,193398,302,40376,347,18870
2021-01-27,łódzkie,LD,392,36480,32,1769,3367,196765,435,40811,133,19003
2021-01-28,łódzkie,LD,391,36871,31,1800,3086,199851,451,41262,288,19291
2021-01-29,łódzkie,LD,309,37180,33,1833,2516,202367,342,41604,376,19667
2021-01-30,łódzkie,LD,335,37515,14,1847,2839,205206,382,41986,459,20126
2021-01-31,łódzkie,LD,203,37718,4,1851,1867,207073,225,42211,315,20441
2021-02-01,łódzkie,LD,113,37831,0,1851,1275,208348,147,42358,364,20805
2021-02-02,łódzkie,LD,238,38069,18,1869,3222,211570,305,42663,299,21104
2021-02-03,łódzkie,LD,393,38462,53,1922,3182,214752,446,43109,137,21241
2021-02-04,łódzkie,LD,283,38745,28,1950,2879,217631,332,43441,273,21514
2021-02-05,łódzkie,LD,353,39098,19,1969,2972,220603,395,43836,430,21944
2021-02-06,łódzkie,LD,319,39417,14,1983,2993,223596,364,44200,391,22335
2021-02-07,łódzkie,LD,200,39617,3,1986,1902,225498,224,44424,297,22632
2021-02-08,łódzkie,LD,84,39701,0,1986,1073,226571,98,44522,325,22957
2021-02-09,łódzkie,LD,179,39880,16,2002,2991,229562,239,44761,214,23171
2021-02-10,łódzkie,LD,374,40254,29,2031,3406,232968,415,45176,147,23318
2021-02-11,łódzkie,LD,416,40670,28,2059,3156,236124,460,45636,285,23603
2021-02-12,łódzkie,LD,248,40918,18,2077,2569,238693,297,45933,375,23978
2021-02-13,łódzkie,LD,311,41229,13,2090,3122,241815,342,46275,313,24291
2021-02-14,łódzkie,LD,231,41460,3,2093,1980,243795,250,46525,343,24634
2021-02-15,łódzkie,LD,74,41534,0,2093,1205,245000,85,46610,310,24944
2021-02-16,łódzkie,LD,355,41889,16,2109,3260,248260,399,47009,230,25174
2021-02-17,łódzkie,LD,478,42367,14,2123,3440,251700,523,47532,105,25279
2021-02-18,łódzkie,LD,311,42678,14,2137,2953,254653,348,47880,224,25503
2021-02-19,łódzkie,LD,495,43173,22,2159,3220,257873,535,48415,384,25887
2021-02-20,łódzkie,LD,446,43619,11,2170,3172,261045,479,48894,434,26321
2021-02-21,łódzkie,LD,264,43883,10,2180,2012,263057,294,49188,258,26579
2021-02-22,łódzkie,LD,138,44021,0,2180,1342,264399,160,49348,325,26904
2021-02-23,łódzkie,LD,401,44422,9,2189,2974,267373,447,49795,243,27147
2021-02-24,łódzkie,LD,639,45061,13,2202,4035,271408,685,50480,93,27240
2021-02-25,łódzkie,LD,511,45572,31,2233,3477,274885,570,51050,350,27590
2021-02-26,łódzkie,LD,511,46083,10,2243,3116,278001,548,51598,443,28033
2021-02-27,łódzkie,LD,710,46793,15,2258,3643,281644,751,52349,377,28410
2021-02-28,łódzkie,LD,368,47161,2,2260,2015,283659,392,52741,454,28864
2021-03-01,łódzkie,LD,186,47347,0,2260,1452,285111,212,52953,466,29330
2021-03-02,łódzkie,LD,443,47790,11,2271,3446,288557,501,53454,281,29611
2021-03-03,łódzkie,LD,960,48750,24,2295,4287,292844,1010,54464,175,29786
2021-03-04,łódzkie,LD,792,49542,8,2303,3993,296837,831,55295,435,30221
2021-03-05,łódzkie,LD,700,50242,16,2319,3418,300255,747,56042,551,30772
2021-03-06,łódzkie,LD,736,50978,16,2335,3925,304180,788,56830,576,31348
2021-03-07,łódzkie,LD,576,51554,3,2338,2999,307179,619,57449,519,31867
2021-03-08,łódzkie,LD,235,51789,0,2338,1540,308719,277,57726,633,32500
2021-03-09,łódzkie,LD,621,52410,10,2348,4068,312787,695,58421,413,32913
2021-03-10,łódzkie,LD,1021,53431,19,2367,4564,317351,1069,59490,224,33137
2021-03-11,łódzkie,LD,1067,54498,19,2386,4725,322076,1125,60615,544,33681
2021-03-12,łódzkie,LD,867,55365,22,2408,3744,325820,918,61533,834,34515
2021-03-13,łódzkie,LD,1185,56550,20,2428,4642,330462,1244,62777,797,35312
2021-03-14,łódzkie,LD,782,57332,6,2434,2944,333406,820,63597,620,35932
2021-03-15,łódzkie,LD,456,57788,0,2434,2160,335566,512,64109,743,36675
2021-03-16,łódzkie,LD,1063,58851,14,2448,4849,340415,1140,65249,612,37287
2021-03-17,łódzkie,LD,1466,60317,29,2477,5378,345793,1547,66796,293,37580
2021-03-18,łódzkie,LD,1348,61665,25,2502,4784,350577,1418,68214,735,38315
2021-03-19,łódzkie,LD,1359,63024,26,2528,5140,355717,1432,69646,976,39291
2021-03-20,łódzkie,LD,1419,64443,15,2543,5325,361042,1488,71134,1073,40364
2021-03-21,łódzkie,LD,1109,65552,8,2551,3799,364841,1172,72306,882,41246
2021-03-22,łódzkie,LD,861,66413,2,2553,3282,368123,989,73295,1038,42284
2021-03-23,łódzkie,LD,1111,67524,24,2577,5161,373284,1282,74577,897,43181
2021-03-24,łódzkie,LD,1934,69458,22,2599,6411,379695,2044,76621,539,43720
2021-03-25,łódzkie,LD,2107,71565,33,2632,6851,386546,2213,78834,1097,44817
2021-03-26,łódzkie,LD,1871,73436,31,2663,6991,393537,1981,80815,1401,46218
2021-03-27,łódzkie,LD,1694,75130,23,2686,6316,399853,1789,82604,1438,47656
2021-03-28,łódzkie,LD,1580,76710,10,2696,5071,404924,1663,84267,1194,48850
2021-03-29,łódzkie,LD,928,77638,0,2696,3041,407965,981,85248,1400,50250
2021-03-30,łódzkie,LD,1290,78928,25,2721,5962,413927,1381,86629,1477,51727
2021-03-31,łódzkie,LD,1832,80760,46,2767,6904,420831,1931,88560,600,52327
2021-04-01,łódzkie,LD,2120,82880,43,2810,7236,428067,2219,90779,1544,53871
2021-04-02,łódzkie,LD,1878,84758,30,2840,6353,434420,2008,92787,1884,55755
2021-04-03,łódzkie,LD,1548,86306,68,2908,5553,439973,1631,94418,1960,57715
2021-04-04,łódzkie,LD,1378,87684,5,2913,4323,444296,1436,95854,1843,59558
2021-04-05,łódzkie,LD,836,88520,0,2913,2908,447204,890,96744,1708,61266
2021-04-06,łódzkie,LD,495,89015,2,2915,2277,449481,529,97273,1618,62884
2021-04-07,łódzkie,LD,1093,90108,20,2935,6138,455619,1214,98487,1122,64006
2021-04-08,łódzkie,LD,1908,92016,63,2998,7325,462944,2009,100496,1493,65499
2021-04-09,łódzkie,LD,2138,94154,52,3050,7479,470423,2224,102720,1876,67375
2021-04-10,łódzkie,LD,1671,95825,61,3111,6978,477401,1805,104525,2337,69712
2021-04-11,łódzkie,LD,1676,97501,16,3127,6246,483647,1802,106327,1487,71199
2021-04-12,łódzkie,LD,722,98223,10,3137,3164,486811,791,107118,1568,72767
2021-04-13,łódzkie,LD,1073,99296,38,3175,5935,492746,1200,108318,1449,74216
2021-04-14,łódzkie,LD,1635,100931,40,3215,7273,500019,1728,110046,842,75058
2021-04-15,łódzkie,LD,1298,102229,63,3278,5921,505940,1424,111470,659,75717
2021-04-16,łódzkie,LD,1386,103615,41,3319,6767,512707,1515,112985,1444,77161
2021-04-17,łódzkie,LD,1095,104710,32,3351,6326,519033,1192,114177,2035,79196
2021-04-18,łódzkie,LD,861,105571,5,3356,3754,522787,958,115135,1916,81112
2021-04-19,łódzkie,LD,412,105983,1,3357,2456,525243,479,115614,1563,82675
2021-04-20,łódzkie,LD,713,106696,38,3395,5354,530597,814,116428,1619,84294
2021-04-21,łódzkie,LD,1051,107747,61,3456,5747,536344,1177,117605,697,84991
2021-04-22,łódzkie,LD,899,108646,67,3523,5019,541363,990,118595,1289,86280
2021-04-23,łódzkie,LD,745,109391,41,3564,4073,545436,832,119427,1579,87859
2021-04-24,łódzkie,LD,691,110082,31,3595,5335,550771,774,120201,1518,89377
2021-04-25,łódzkie,LD,496,110578,19,3614,3177,553948,560,120761,1200,90577
2021-04-26,łódzkie,LD,247,110825,1,3615,2060,556008,278,121039,1086,91663
2021-04-27,łódzkie,LD,592,111417,29,3644,4856,560864,650,121689,940,92603
2021-04-28,łódzkie,LD,670,112087,45,3689,5578,566442,792,122481,519,93122
2021-04-29,łódzkie,LD,561,112648,58,3747,4556,570998,616,123097,844,93966
2021-04-30,łódzkie,LD,522,113170,32,3779,4108,575106,575,123672,961,94927
2021-05-01,łódzkie,LD,459,113629,37,3816,4561,579667,584,124256,1060,95987
2021-05-02,łódzkie,LD,235,113864,8,3824,2242,581909,273,124529,758,96745
2021-05-03,łódzkie,LD,239,114103,2,3826,1983,583892,276,124805,678,97423
2021-05-04,łódzkie,LD,184,114287,1,3827,2164,586056,216,125021,490,97913
2021-05-05,łódzkie,LD,371,114658,17,3844,4327,590383,425,125446,339,98252
2021-05-06,łódzkie,LD,458,115116,39,3883,4635,595018,515,125961,648,98900
2021-05-07,łódzkie,LD,528,115644,48,3931,4992,600010,572,126533,697,99597
2021-05-08,łódzkie,LD,326,115970,24,3955,4319,604329,377,126910,607,100204
2021-05-09,łódzkie,LD,297,116267,4,3959,3785,608114,318,127228,493,100697
2021-05-10,łódzkie,LD,162,116429,1,3960,2304,610418,174,127402,479,101176
2021-05-11,łódzkie,LD,296,116725,32,3992,4911,615329,348,127750,268,101444
2021-05-12,łódzkie,LD,328,117053,27,4019,4695,620024,375,128125,281,101725
2021-05-13,łódzkie,LD,307,117360,25,4044,4256,624280,336,128461,222,101947
2021-05-14,łódzkie,LD,240,117600,21,4065,4483,628763,286,128747,418,102365
2021-05-15,łódzkie,LD,242,117842,20,4085,3788,632551,274,129021,529,102894
2021-05-16,łódzkie,LD,161,118003,4,4089,3093,635644,177,129198,476,103370
2021-05-17,łódzkie,LD,66,118069,0,4089,1784,637428,82,129280,368,103738
2021-05-18,łódzkie,LD,159,118228,18,4107,4691,642119,194,129474,287,104025
2021-05-19,łódzkie,LD,196,118424,14,4121,4485,646604,234,129708,168,104193
2021-05-20,łódzkie,LD,146,118570,21,4142,4066,650670,170,129878,329,104522
2021-05-21,łódzkie,LD,135,118705,12,4154,3921,654591,165,130043,339,104861
2021-05-22,łódzkie,LD,122,118827,9,4163,4423,659014,155,130198,341,105202
2021-05-23,łódzkie,LD,95,118922,1,4164,2791,661805,117,130315,249,105451
2021-05-24,łódzkie,LD,48,118970,0,4164,2134,663939,67,130382,247,105698
2021-05-25,łódzkie,LD,83,119053,12,4176,4610,668549,125,130507,179,105877
2021-05-26,łódzkie,LD,92,119145,20,4196,4545,673094,122,130629,95,105972
2021-05-27,łódzkie,LD,106,119251,9,4205,4638,677732,145,130774,180,106152
2021-05-28,łódzkie,LD,71,119322,6,4211,3951,681683,101,130875,219,106371
2021-05-29,łódzkie,LD,52,119374,9,4220,4382,686065,117,130992,172,106543
2021-05-30,łódzkie,LD,47,119421,0,4220,3034,689099,60,131052,134,106677
2021-05-31,łódzkie,LD,24,119445,0,4220,2074,691173,42,131094,130,106807
2021-06-01,łódzkie,LD,59,119504,12,4232,4463,695636,119,131213,105,106912
2021-06-02,łódzkie,LD,61,119565,14,4246,4026,699662,111,131324,50,106962
2021-06-03,łódzkie,LD,42,119607,12,4258,3887,703549,90,131414,104,107066
2021-06-04,łódzkie,LD,24,119631,2,4260,2131,705680,35,131449,108,107174
2021-06-05,łódzkie,LD,44,119675,2,4262,3623,709303,54,131503,97,107271
2021-06-06,łódzkie,LD,23,119698,0,4262,2855,712158,29,131532,79,107350
2021-06-07,łódzkie,LD,5,119703,0,4262,1972,714130,7,131539,72,107422
2021-06-08,łódzkie,LD,37,119740,6,4268,4880,719010,76,131615,61,107483
2021-06-09,łódzkie,LD,36,119776,13,4281,4281,723291,50,131665,22,107505
2021-06-10,łódzkie,LD,34,119810,10,4291,3807,727098,66,131731,66,107571
2021-06-11,łódzkie,LD,29,119839,3,4294,3773,730871,47,131778,70,107641
2021-06-12,łódzkie,LD,22,119861,1,4295,4098,734969,30,131808,42,107683
2021-06-13,łódzkie,LD,12,119873,2,4297,3043,738012,17,131825,28,107711
2021-06-14,łódzkie,LD,16,119889,0,4297,2013,740025,21,131846,45,107756
2021-06-15,łódzkie,LD,27,119916,3,4300,4186,744211,42,131888,25,107781
2021-06-16,łódzkie,LD,23,119939,3,4303,3804,748015,30,131918,12,107793
2021-06-17,łódzkie,LD,13,119952,3,4306,3753,751768,20,131938,49,107842
2021-06-18,łódzkie,LD,11,119963,2,4308,3272,755040,15,131953,38,107880
2021-06-19,łódzkie,LD,8,119971,1,4309,3581,758621,30,131983,44,107924
2021-06-20,łódzkie,LD,13,119984,0,4309,2386,761007,15,131998,32,107956
2021-06-21,łódzkie,LD,4,119988,0,4309,1611,762618,5,132003,21,107977
2021-06-22,łódzkie,LD,19,120007,0,4309,4875,767493,28,132031,15,107992
2021-06-23,łódzkie,LD,9,120016,3,4312,4208,771701,24,132055,17,108009
2021-06-24,łódzkie,LD,12,120028,0,4312,3396,775097,20,132075,31,108040
2021-06-25,łódzkie,LD,10,120038,3,4315,2885,777982,18,132093,27,108067
2021-06-26,łódzkie,LD,10,120048,2,4317,2933,780915,23,132116,22,108089
2021-06-27,łódzkie,LD,9,120057,0,4317,1928,782843,16,132132,12,108101
2021-06-28,łódzkie,LD,2,120059,0,4317,1207,784050,5,132137,13,108114
2021-06-29,łódzkie,LD,13,120072,2,4319,4115,788165,26,132163,14,108128
2021-06-30,łódzkie,LD,14,120086,2,4321,3622,791787,19,132182,7,108135
2021-07-01,łódzkie,LD,6,120092,2,4323,2778,794565,14,132196,17,108152
2021-07-02,łódzkie,LD,1,120093,0,4323,2870,797435,6,132202,17,108169
2021-07-03,łódzkie,LD,6,120099,1,4324,3086,800521,9,132211,13,108182
2021-07-04,łódzkie,LD,5,120104,0,4324,2032,802553,10,132221,14,108196
2021-07-05,łódzkie,LD,1,120105,0,4324,1475,804028,1,132222,10,108206
2021-07-06,łódzkie,LD,10,120115,1,4325,3788,807816,13,132235,17,108223
2021-07-07,łódzkie,LD,7,120122,2,4327,3020,810836,8,132243,5,108228
2021-07-08,łódzkie,LD,7,120129,3,4330,2747,813583,10,132253,16,108244
2021-07-09,łódzkie,LD,7,120136,1,4331,2917,816500,25,132278,7,108251
2021-07-10,łódzkie,LD,5,120141,1,4332,3146,819646,6,132284,7,108258
2021-07-11,łódzkie,LD,3,120144,0,4332,2210,821856,4,132288,6,108264
2021-07-12,łódzkie,LD,2,120146,0,4332,1403,823259,5,132293,6,108270
2021-07-13,łódzkie,LD,10,120156,1,4333,3645,826904,28,132321,8,108278
2021-07-14,łódzkie,LD,10,120166,0,4333,3191,830095,20,132341,18,108296
2021-07-15,łódzkie,LD,4,120170,0,4333,2734,832829,9,132350,8,108304
2021-07-16,łódzkie,LD,3,120173,0,4333,2514,835343,7,132357,28,108332
2021-07-17,łódzkie,LD,9,120182,0,4333,3129,838472,10,132367,182,108514
2021-07-18,łódzkie,LD,6,120188,1,4334,2100,840572,8,132375,6,108520
2021-07-19,łódzkie,LD,4,120192,0,4334,1374,841946,7,132382,4,108524
2021-07-20,łódzkie,LD,8,120200,0,4334,3560,845506,9,132391,10,108534
2021-07-21,łódzkie,LD,8,120208,0,4334,2968,848474,10,132401,11,108545
2021-07-22,łódzkie,LD,5,120213,2,4336,2496,850970,6,132407,17,108562
2021-07-23,łódzkie,LD,3,120216,0,4336,2556,853526,7,132414,9,108571
2021-07-24,łódzkie,LD,8,120224,0,4336,2768,856294,14,132428,7,108578
2021-07-25,łódzkie,LD,4,120228,0,4336,2085,858379,7,132435,5,108583
2021-07-26,łódzkie,LD,1,120229,0,4336,1412,859791,1,132436,5,108588
2021-07-27,łódzkie,LD,6,120235,1,4337,3186,862977,8,132444,9,108597
2021-07-28,łódzkie,LD,3,120238,1,4338,2689,865666,5,132449,5,108602
2021-07-29,łódzkie,LD,3,120241,0,4338,2609,868275,4,132453,11,108613
2021-07-30,łódzkie,LD,4,120245,1,4339,2531,870806,6,132459,9,108622
2021-07-31,łódzkie,LD,13,120258,0,4339,2815,873621,13,132472,6,108628
2021-08-01,łódzkie,LD,3,120261,0,4339,2118,875739,5,132477,10,108638
2021-08-02,łódzkie,LD,5,120266,0,4339,1351,877090,5,132482,13,108651
2021-08-03,łódzkie,LD,12,120278,0,4339,3446,880536,12,132494,5,108656
2021-08-04,łódzkie,LD,9,120287,0,4339,2855,883391,13,132507,1,108657
2021-08-05,łódzkie,LD,7,120294,0,4339,2581,885972,7,132514,10,108667
2021-08-06,łódzkie,LD,12,120306,0,4339,2492,888464,14,132528,9,108676
2021-08-07,łódzkie,LD,6,120312,0,4339,2808,891272,8,132536,9,108685
2021-08-08,łódzkie,LD,4,120316,0,4339,2143,893415,4,132540,8,108693
2021-08-09,łódzkie,LD,1,120317,0,4339,1328,894743,1,132541,10,108703
2021-08-10,łódzkie,LD,3,120320,0,4339,3437,898180,5,132546,5,108708
2021-08-11,łódzkie,LD,12,120332,0,4339,3178,901358,14,132560,7,108715
2021-08-12,łódzkie,LD,11,120343,0,4339,2644,904002,12,132572,11,108726
2021-08-13,łódzkie,LD,11,120354,0,4339,2577,906579,14,132586,10,108736
2021-08-14,łódzkie,LD,5,120359,0,4339,2846,909425,9,132595,6,108742
2021-08-15,łódzkie,LD,7,120366,0,4339,2047,911472,8,132603,10,108752
2021-08-16,łódzkie,LD,7,120373,0,4339,1384,912856,9,132612,6,108758
2021-08-17,łódzkie,LD,12,120385,0,4339,3799,916655,17,132629,4,108762
2021-08-18,łódzkie,LD,15,120400,0,4339,3118,919773,22,132651,1,108763
2021-08-19,łódzkie,LD,13,120413,0,4339,2579,922352,15,132666,5,108768
2021-08-20,łódzkie,LD,14,120427,0,4339,2673,925025,15,132681,13,108781
2021-08-21,łódzkie,LD,19,120446,0,4339,2946,927971,22,132703,17,108798
2021-08-22,łódzkie,LD,4,120450,0,4339,2010,929981,7,132710,7,108805
2021-08-23,łódzkie,LD,5,120455,0,4339,1226,931207,6,132716,8,108813
2021-08-24,łódzkie,LD,13,120468,0,4339,3271,934478,15,132731,12,108825
2021-08-25,łódzkie,LD,11,120479,0,4339,2936,937414,22,132753,10,108835
2021-08-26,łódzkie,LD,18,120497,2,4341,2527,939941,26,132779,11,108846
2021-08-27,łódzkie,LD,16,120513,0,4341,2661,942602,18,132797,18,108864
2021-08-28,łódzkie,LD,18,120531,0,4341,2723,945325,22,132819,14,108878
2021-08-29,łódzkie,LD,10,120541,0,4341,2109,947434,14,132833,20,108898
2021-08-30,łódzkie,LD,6,120547,0,4341,1386,948820,7,132840,13,108911
2021-08-31,łódzkie,LD,28,120575,1,4342,3375,952195,30,132870,6,108917
2021-09-01,łódzkie,LD,21,120596,1,4343,2882,955077,22,132892,9,108926
2021-09-02,łódzkie,LD,35,120631,2,4345,2751,957828,42,132934,15,108941
2021-09-03,łódzkie,LD,26,120657,0,4345,2627,960455,36,132970,14,108955
2021-09-04,łódzkie,LD,15,120672,0,4345,2791,963246,18,132988,23,108978
2021-09-05,łódzkie,LD,16,120688,0,4345,1904,965150,19,133007,18,108996
2021-09-06,łódzkie,LD,10,120698,0,4345,1217,966367,14,133021,15,109011
2021-09-07,łódzkie,LD,29,120727,1,4346,3469,969836,36,133057,16,109027
2021-09-08,łódzkie,LD,39,120766,3,4349,2834,972670,39,133096,8,109035
2021-09-09,łódzkie,LD,36,120802,0,4349,2673,975343,38,133134,26,109061
2021-09-10,łódzkie,LD,43,120845,2,4351,2770,978113,50,133184,14,109075
2021-09-11,łódzkie,LD,30,120875,2,4353,3077,981190,38,133222,36,109111
2021-09-12,łódzkie,LD,45,120920,0,4353,2041,983231,55,133277,29,109140
2021-09-13,łódzkie,LD,21,120941,0,4353,1359,984590,26,133303,12,109152
2021-09-14,łódzkie,LD,43,120984,2,4355,3466,988056,53,133356,22,109174
2021-09-15,łódzkie,LD,54,121038,0,4355,3335,991391,59,133415,13,109187
2021-09-16,łódzkie,LD,38,121076,1,4356,2796,994187,41,133456,36,109223
2021-09-17,łódzkie,LD,43,121119,2,4358,2408,996595,49,133505,35,109258
2021-09-18,łódzkie,LD,55,121174,2,4360,2828,999423,60,133565,41,109299
2021-09-19,łódzkie,LD,26,121200,0,4360,2099,1001522,35,133600,38,109337
2021-09-20,łódzkie,LD,28,121228,0,4360,1476,1002998,34,133634,22,109359
2021-09-21,łódzkie,LD,74,121302,3,4363,3508,1006506,81,133715,50,109409
2021-09-22,łódzkie,LD,77,121379,0,4363,3325,1009831,88,133803,20,109429
2021-09-23,łódzkie,LD,43,121422,2,4365,2764,1012595,50,133853,45,109474
2021-09-24,łódzkie,LD,47,121469,0,4365,2967,1015562,53,133906,59,109533
2021-09-25,łódzkie,LD,46,121515,1,4366,3054,1018616,56,133962,35,109568
2021-09-26,łódzkie,LD,26,121541,0,4366,1953,1020569,32,133994,48,109616
2021-09-27,łódzkie,LD,20,121561,0,4366,1318,1021887,22,134016,55,109671
2021-09-28,łódzkie,LD,65,121626,0,4366,3710,1025597,72,134088,34,109705
2021-09-29,łódzkie,LD,77,121703,1,4367,3193,1028790,92,134180,23,109728
2021-09-30,łódzkie,LD,56,121759,2,4369,2571,1031361,64,134244,82,109810
2021-10-01,łódzkie,LD,65,121824,2,4371,2928,1034289,78,134322,73,109883
2021-10-02,łódzkie,LD,59,121883,2,4373,2780,1037069,65,134387,48,109931
2021-10-03,łódzkie,LD,58,121941,0,4373,2044,1039113,67,134454,48,109979
2021-10-04,łódzkie,LD,23,121964,0,4373,1301,1040414,26,134480,39,110018
