date,state,state_abbrev,confirmed,confirmed_cum,deaths,deaths_cum,tests,tests_cum,positives,positives_cum,recovered,recovered_cum
2022-01-28,lubuskie,LB,887,94261,6,2492,3137,616207,1005,104853,467,85591
2022-01-29,lubuskie,LB,926,95187,1,2493,3256,619463,1064,105917,453,86044
2022-01-30,lubuskie,LB,732,95919,1,2494,2444,621907,845,106762,568,86612
2022-01-31,lubuskie,LB,740,96659,0,2494,2223,624130,852,107614,531,87143
2022-02-01,lubuskie,LB,836,97495,0,2494,3366,627496,1002,108616,713,87856
2022-02-02,lubuskie,LB,906,98401,2,2496,3400,630896,1068,109684,506,88362
2022-02-03,lubuskie,LB,1141,99542,8,2504,3771,634667,1327,111011,495,88857
2022-02-04,lubuskie,LB,1330,100872,0,2504,4313,638980,1538,112549,730,89587
2022-02-05,lubuskie,LB,1029,101901,4,2508,3707,642687,1213,113762,952,90539
2022-02-06,lubuskie,LB,1289,103190,0,2508,3746,646433,1491,115253,1081,91620
2022-02-07,lubuskie,LB,779,103969,0,2508,2509,648942,916,116169,993,92613
2022-02-08,lubuskie,LB,812,104781,4,2512,3460,652402,859,117028,819,93432
2022-02-09,lubuskie,LB,1084,105865,16,2528,3719,656121,1149,118177,958,94390
2022-02-10,lubuskie,LB,1512,107377,9,2537,4352,660473,1562,119739,1011,95401
2022-02-11,lubuskie,LB,1258,108635,11,2548,4077,664550,1333,121072,1166,96567
2022-02-12,lubuskie,LB,1215,109850,12,2560,3980,668530,1274,122346,1259,97826
2022-02-13,lubuskie,LB,868,110718,1,2561,2475,671005,905,123251,1523,99349
2022-02-14,lubuskie,LB,677,111395,0,2561,2356,673361,721,123972,1152,100501
2022-02-15,lubuskie,LB,616,112011,12,2573,2756,676117,653,124625,1441,101942
2022-02-16,lubuskie,LB,987,112998,12,2585,3711,679828,1079,125704,959,102901
2022-02-17,lubuskie,LB,1109,114107,7,2592,4161,683989,1228,126932,779,103680
2022-02-18,lubuskie,LB,1040,115147,12,2604,3938,687927,1122,128054,1141,104821
2022-02-19,lubuskie,LB,799,115946,7,2611,3258,691185,884,128938,1499,106320
2022-02-20,lubuskie,LB,653,116599,0,2611,2129,693314,721,129659,1306,107626
2022-02-21,lubuskie,LB,416,117015,2,2613,1687,695001,481,130140,1230,108856
2022-02-22,lubuskie,LB,615,117630,4,2617,3059,698060,657,130797,2097,110953
2022-02-23,lubuskie,LB,789,118419,5,2622,3169,701229,864,131661,1523,112476
2022-02-24,lubuskie,LB,816,119235,17,2639,3150,704379,880,132541,1440,113916
2022-02-25,lubuskie,LB,846,120081,8,2647,2979,707358,887,133428,802,114718
2022-02-26,lubuskie,LB,721,120802,15,2662,2772,710130,794,134222,773,115491
2022-02-27,lubuskie,LB,468,121270,2,2664,1684,711814,521,134743,380,115871
2022-02-28,lubuskie,LB,313,121583,0,2664,1357,713171,353,135096,711,116582
2022-03-01,lubuskie,LB,458,122041,4,2668,2518,715689,497,135593,817,117399
2022-03-02,lubuskie,LB,657,122698,8,2676,2787,718476,711,136304,793,118192
2022-03-03,lubuskie,LB,620,123318,12,2688,2508,720984,683,136987,851,119043
2022-03-04,lubuskie,LB,590,123908,6,2694,2486,723470,645,137632,721,119764
2022-03-05,lubuskie,LB,797,124705,4,2698,2934,726404,850,138482,491,120255
2022-03-06,lubuskie,LB,322,125027,0,2698,1287,727691,355,138837,278,120533
2022-03-07,lubuskie,LB,297,125324,0,2698,1341,729032,323,139160,539,121072
2022-03-08,lubuskie,LB,505,125829,6,2704,2549,731581,560,139720,687,121759
2022-03-09,lubuskie,LB,563,126392,3,2707,2538,734119,605,140325,641,122400
2022-03-10,lubuskie,LB,602,126994,5,2712,2696,736815,640,140965,621,123021
2022-03-11,lubuskie,LB,508,127502,15,2727,2476,739291,552,141517,695,123716
2022-03-12,lubuskie,LB,494,127996,9,2736,2177,741468,540,142057,345,124061
2022-03-13,lubuskie,LB,293,128289,0,2736,1337,742805,320,142377,283,124344
2022-03-14,lubuskie,LB,180,128469,0,2736,1024,743829,187,142564,550,124894
2022-03-15,lubuskie,LB,498,128967,11,2747,2575,746404,536,143100,660,125554
2022-03-16,lubuskie,LB,568,129535,5,2752,2775,749179,607,143707,574,126128
2022-03-17,lubuskie,LB,495,130030,15,2767,2403,751582,531,144238,526,126654
2022-03-18,lubuskie,LB,401,130431,3,2770,2301,753883,429,144667,458,127112
2022-03-19,lubuskie,LB,428,130859,0,2770,2115,755998,464,145131,294,127406
2022-03-20,lubuskie,LB,210,131069,0,2770,1157,757155,223,145354,171,127577
2022-03-21,lubuskie,LB,130,131199,0,2770,937,758092,138,145492,574,128151
2022-03-22,lubuskie,LB,254,131453,3,2773,2029,760121,281,145773,558,128709
2022-03-23,lubuskie,LB,380,131833,10,2783,2217,762338,414,146187,495,129204
2022-03-24,lubuskie,LB,302,132135,12,2795,2011,764349,339,146526,413,129617
2022-03-25,lubuskie,LB,289,132424,3,2798,1833,766182,310,146836,396,130013
2022-03-26,lubuskie,LB,240,132664,8,2806,1544,767726,254,147090,252,130265
2022-03-27,lubuskie,LB,135,132799,0,2806,836,768562,145,147235,132,130397
2022-03-28,lubuskie,LB,49,132848,0,2806,677,769239,54,147289,287,130684
2022-03-29,lubuskie,LB,204,133052,9,2815,1968,771207,228,147517,401,131085
2022-03-30,lubuskie,LB,126,133178,1,2816,1454,772661,143,147660,411,131496
2022-03-31,lubuskie,LB,177,133355,4,2820,1430,774091,195,147855,245,131741
2022-04-01,lubuskie,LB,156,133511,10,2830,1500,775591,180,148035,203,131944
2022-04-02,lubuskie,LB,68,133579,1,2831,700,776291,72,148107,65,132009
2022-04-03,lubuskie,LB,4,133583,0,2831,245,776536,7,148114,25,132034
2022-04-04,lubuskie,LB,8,133591,0,2831,192,776728,8,148122,0,132034
2022-04-05,lubuskie,LB,59,133650,1,2832,551,777279,65,148187,0,132034
2022-04-06,lubuskie,LB,44,133694,5,2837,621,777900,99,148286,0,132034
2022-04-07,lubuskie,LB,31,133725,10,2847,411,778311,37,148323,0,132034
2022-04-08,lubuskie,LB,24,133749,3,2850,346,778657,32,148355,0,132034
2022-04-09,lubuskie,LB,29,133778,1,2851,292,778949,29,148384,0,132034
2022-04-10,lubuskie,LB,13,133791,0,2851,212,779161,29,148413,0,132034
2022-04-11,lubuskie,LB,3,133794,0,2851,138,779299,4,148417,0,132034
2022-04-12,lubuskie,LB,39,133833,0,2851,413,779712,41,148458,0,132034
2022-04-13,lubuskie,LB,14,133847,1,2852,345,780057,14,148472,0,132034
2022-04-14,lubuskie,LB,25,133872,2,2854,383,780440,42,148514,0,132034
2022-04-15,lubuskie,LB,30,133902,0,2854,265,780705,32,148546,0,132034
2022-04-16,lubuskie,LB,26,133928,1,2855,221,780926,32,148578,0,132034
2022-04-17,lubuskie,LB,8,133936,0,2855,170,781096,9,148587,0,132034
2022-04-18,lubuskie,LB,3,133939,0,2855,95,781191,3,148590,0,132034
2022-04-19,lubuskie,LB,2,133941,0,2855,139,781330,3,148593,0,132034
2022-04-20,lubuskie,LB,34,133975,0,2855,426,781756,35,148628,1,132035
2022-04-21,lubuskie,LB,23,133998,0,2855,358,782114,23,148651,0,132035
2022-04-22,lubuskie,LB,22,134020,1,2856,344,782458,24,148675,1,132036
2022-04-23,lubuskie,LB,26,134046,1,2857,264,782722,28,148703,0,132036
2022-04-24,lubuskie,LB,5,134051,0,2857,96,782818,6,148709,0,132036
2022-04-25,lubuskie,LB,5,134056,0,2857,128,782946,5,148714,1,132037
2022-04-26,lubuskie,LB,19,134075,1,2858,318,783264,22,148736,0,132037
2022-04-27,lubuskie,LB,24,134099,1,2859,294,783558,25,148761,1,132038
2022-04-28,lubuskie,LB,14,134113,0,2859,305,783863,15,148776,0,132038
2022-04-29,lubuskie,LB,17,134130,0,2859,311,784174,17,148793,1,132039
2022-04-30,lubuskie,LB,9,134139,1,2860,262,784436,9,148802,1,132040
2022-05-01,lubuskie,LB,2,134141,0,2860,179,784615,2,148804,0,132040
2022-05-02,lubuskie,LB,3,134144,0,2860,74,784689,3,148807,1,132041
2022-05-03,lubuskie,LB,10,134154,0,2860,179,784868,10,148817,0,132041
2022-05-04,lubuskie,LB,4,134158,0,2860,101,784969,5,148822,0,132041
2022-05-05,lubuskie,LB,15,134173,2,2862,235,785204,16,148838,1,132042
2022-05-06,lubuskie,LB,17,134190,0,2862,220,785424,19,148857,0,132042
2022-05-07,lubuskie,LB,13,134203,0,2862,183,785607,14,148871,0,132042
2022-05-08,lubuskie,LB,4,134207,0,2862,66,785673,5,148876,0,132042
2022-05-09,lubuskie,LB,2,134209,0,2862,120,785793,2,148878,0,132042
2022-05-10,lubuskie,LB,8,134217,1,2863,258,786051,8,148886,0,132042
2022-05-11,lubuskie,LB,6,134223,4,2867,197,786248,6,148892,0,132042
2022-05-12,lubuskie,LB,9,134232,0,2867,181,786429,12,148904,0,132042
2022-05-13,lubuskie,LB,3,134235,1,2868,170,786599,4,148908,0,132042
2022-05-14,lubuskie,LB,7,134242,0,2868,145,786744,7,148915,0,132042
2022-05-15,lubuskie,LB,1,134243,0,2868,69,786813,2,148917,0,132042
2022-05-16,lubuskie,LB,0,134243,0,2868,84,786897,0,148917,0,132042
2022-05-17,lubuskie,LB,6,134249,3,2871,179,787076,8,148925,0,132042
2022-05-18,lubuskie,LB,3,134252,0,2871,141,787217,3,148928,1,132043
2022-05-19,lubuskie,LB,2,134254,0,2871,143,787360,2,148930,0,132043
2022-05-20,lubuskie,LB,3,134257,1,2872,143,787503,4,148934,1,132044
2022-05-21,lubuskie,LB,4,134261,0,2872,117,787620,5,148939,0,132044
2022-05-22,lubuskie,LB,2,134263,0,2872,62,787682,2,148941,1,132045
2022-05-23,lubuskie,LB,0,134263,0,2872,56,787738,0,148941,0,132045
2022-05-24,lubuskie,LB,4,134267,0,2872,194,787932,5,148946,0,132045
2022-05-25,lubuskie,LB,3,134270,0,2872,130,788062,3,148949,0,132045
2022-05-26,lubuskie,LB,2,134272,0,2872,125,788187,3,148952,0,132045
2022-05-27,lubuskie,LB,3,134275,0,2872,133,788320,5,148957,0,132045
2022-05-28,lubuskie,LB,2,134277,0,2872,123,788443,2,148959,0,132045
2022-05-29,lubuskie,LB,0,134277,0,2872,82,788525,3,148962,0,132045
2022-05-30,lubuskie,LB,0,134277,0,2872,66,788591,0,148962,0,132045
2022-05-31,lubuskie,LB,3,134280,0,2872,148,788739,3,148965,0,132045
2022-06-01,lubuskie,LB,1,134281,0,2872,106,788845,1,148966,0,132045
2022-06-02,lubuskie,LB,6,134287,0,2872,79,788924,6,148972,0,132045
2022-06-03,lubuskie,LB,2,134289,0,2872,73,788997,4,148976,0,132045
2022-06-04,lubuskie,LB,2,134291,0,2872,65,789062,3,148979,2,132047
2022-06-05,lubuskie,LB,0,134291,0,2872,42,789104,0,148979,0,132047
2022-06-06,lubuskie,LB,0,134291,0,2872,28,789132,0,148979,1,132048
2022-06-07,lubuskie,LB,6,134297,0,2872,95,789227,6,148985,0,132048
2022-06-08,lubuskie,LB,1,134298,0,2872,86,789313,1,148986,0,132048
2022-06-09,lubuskie,LB,5,134303,0,2872,86,789399,5,148991,0,132048
2022-06-10,lubuskie,LB,3,134306,0,2872,83,789482,4,148995,0,132048
2022-06-11,lubuskie,LB,10,134316,0,2872,73,789555,10,149005,0,132048
2022-06-12,lubuskie,LB,0,134316,0,2872,33,789588,0,149005,0,132048
2022-06-13,lubuskie,LB,1,134317,0,2872,32,789620,1,149006,4,132052
2022-06-14,lubuskie,LB,15,134332,0,2872,93,789713,15,149021,0,132052
2022-06-15,lubuskie,LB,4,134336,0,2872,60,789773,7,149028,1,132053
2022-06-16,lubuskie,LB,3,134339,0,2872,80,789853,3,149031,0,132053
2022-06-17,lubuskie,LB,0,134339,0,2872,28,789881,0,149031,0,132053
2022-06-18,lubuskie,LB,4,134343,0,2872,43,789924,5,149036,0,132053
2022-06-19,lubuskie,LB,1,134344,0,2872,28,789952,1,149037,0,132053
2022-06-20,lubuskie,LB,0,134344,0,2872,21,789973,0,149037,0,132053
2022-06-21,lubuskie,LB,8,134352,0,2872,78,790051,8,149045,0,132053
2022-06-22,lubuskie,LB,4,134356,0,2872,73,790124,4,149049,0,132053
2022-06-23,lubuskie,LB,2,134358,0,2872,72,790196,2,149051,0,132053
2022-06-24,lubuskie,LB,3,134361,0,2872,41,790237,3,149054,0,132053
2022-06-25,lubuskie,LB,3,134364,0,2872,49,790286,3,149057,0,132053
2022-06-26,lubuskie,LB,1,134365,0,2872,47,790333,1,149058,0,132053
2022-06-27,lubuskie,LB,1,134366,0,2872,22,790355,1,149059,0,132053
2022-06-28,lubuskie,LB,18,134384,0,2872,89,790444,19,149078,0,132053
2022-06-29,lubuskie,LB,18,134402,0,2872,92,790536,18,149096,0,132053
2022-06-30,lubuskie,LB,6,134408,0,2872,97,790633,6,149102,1,132054
2022-07-01,lubuskie,LB,5,134413,0,2872,61,790694,6,149108,1,132055
2022-07-02,lubuskie,LB,21,134434,0,2872,64,790758,22,149130,0,132055
2022-07-03,lubuskie,LB,1,134435,0,2872,28,790786,1,149131,0,132055
2022-07-04,lubuskie,LB,1,134436,0,2872,22,790808,1,149132,0,132055
2022-07-05,lubuskie,LB,19,134455,0,2872,100,790908,19,149151,0,132055
2022-07-06,lubuskie,LB,22,134477,0,2872,80,790988,23,149174,0,132055
2022-07-07,lubuskie,LB,17,134494,0,2872,143,791131,18,149192,0,132055
2022-07-08,lubuskie,LB,15,134509,0,2872,97,791228,16,149208,0,132055
2022-07-09,lubuskie,LB,34,134543,0,2872,97,791325,35,149243,1,132056
2022-07-10,lubuskie,LB,4,134547,0,2872,29,791354,5,149248,0,132056
2022-07-11,lubuskie,LB,5,134552,0,2872,26,791380,5,149253,0,132056
2022-07-12,lubuskie,LB,38,134590,1,2873,154,791534,38,149291,0,132056
2022-07-13,lubuskie,LB,33,134623,0,2873,142,791676,36,149327,0,132056
2022-07-14,lubuskie,LB,32,134655,0,2873,124,791800,34,149361,0,132056
2022-07-15,lubuskie,LB,31,134686,1,2874,118,791918,36,149397,1,132057
2022-07-16,lubuskie,LB,22,134708,0,2874,101,792019,25,149422,0,132057
2022-07-17,lubuskie,LB,8,134716,0,2874,27,792046,8,149430,2,132059
2022-07-18,lubuskie,LB,1,134717,0,2874,22,792068,1,149431,0,132059
2022-07-19,lubuskie,LB,57,134774,0,2874,171,792239,58,149489,0,132059
2022-07-20,lubuskie,LB,53,134827,0,2874,182,792421,55,149544,0,132059
2022-07-21,lubuskie,LB,48,134875,0,2874,188,792609,48,149592,0,132059
2022-07-22,lubuskie,LB,55,134930,0,2874,175,792784,57,149649,0,132059
2022-07-23,lubuskie,LB,57,134987,1,2875,156,792940,60,149709,0,132059
2022-07-24,lubuskie,LB,25,135012,0,2875,56,792996,26,149735,1,132060
2022-07-25,lubuskie,LB,13,135025,0,2875,53,793049,13,149748,0,132060
2022-07-26,lubuskie,LB,100,135125,1,2876,246,793295,102,149850,0,132060
2022-07-27,lubuskie,LB,75,135200,1,2877,197,793492,76,149926,0,132060
2022-07-28,lubuskie,LB,77,135277,0,2877,250,793742,78,150004,0,132060
2022-07-29,lubuskie,LB,78,135355,1,2878,204,793946,79,150083,0,132060
2022-07-30,lubuskie,LB,74,135429,0,2878,190,794136,79,150162,0,132060
2022-07-31,lubuskie,LB,11,135440,0,2878,57,794193,11,150173,1,132061
2022-08-01,lubuskie,LB,8,135448,0,2878,43,794236,9,150182,0,132061
2022-08-02,lubuskie,LB,108,135556,0,2878,310,794546,110,150292,0,132061
2022-08-03,lubuskie,LB,98,135654,0,2878,250,794796,99,150391,0,132061
2022-08-04,lubuskie,LB,99,135753,0,2878,261,795057,103,150494,0,132061
2022-08-05,lubuskie,LB,80,135833,0,2878,215,795272,80,150574,0,132061
2022-08-06,lubuskie,LB,95,135928,0,2878,225,795497,100,150674,0,132061
2022-08-07,lubuskie,LB,6,135934,0,2878,38,795535,6,150680,0,132061
2022-08-08,lubuskie,LB,6,135940,0,2878,47,795582,6,150686,2,132063
2022-08-09,lubuskie,LB,94,136034,0,2878,232,795814,97,150783,0,132063
2022-08-10,lubuskie,LB,75,136109,0,2878,196,796010,83,150866,0,132063
2022-08-11,lubuskie,LB,87,136196,1,2879,240,796250,87,150953,0,132063
2022-08-12,lubuskie,LB,83,136279,0,2879,216,796466,85,151038,0,132063
2022-08-13,lubuskie,LB,76,136355,0,2879,181,796647,81,151119,0,132063
2022-08-14,lubuskie,LB,14,136369,0,2879,62,796709,18,151137,0,132063
2022-08-15,lubuskie,LB,19,136388,0,2879,63,796772,21,151158,0,132063
2022-08-16,lubuskie,LB,20,136408,0,2879,64,796836,21,151179,1,132064
2022-08-17,lubuskie,LB,140,136548,0,2879,300,797136,143,151322,1,132065
2022-08-18,lubuskie,LB,114,136662,1,2880,284,797420,116,151438,0,132065
2022-08-19,lubuskie,LB,85,136747,2,2882,213,797633,89,151527,1,132066
2022-08-20,lubuskie,LB,123,136870,0,2882,326,797959,127,151654,0,132066
2022-08-21,lubuskie,LB,21,136891,0,2882,58,798017,22,151676,0,132066
2022-08-22,lubuskie,LB,19,136910,0,2882,67,798084,23,151699,0,132066
2022-08-23,lubuskie,LB,114,137024,3,2885,334,798418,123,151822,0,132066
2022-08-24,lubuskie,LB,99,137123,0,2885,243,798661,103,151925,0,132066
2022-08-25,lubuskie,LB,90,137213,0,2885,244,798905,98,152023,0,132066
2022-08-26,lubuskie,LB,54,137267,1,2886,195,799100,60,152083,0,132066
2022-08-27,lubuskie,LB,72,137339,0,2886,208,799308,77,152160,0,132066
2022-08-28,lubuskie,LB,18,137357,0,2886,67,799375,19,152179,0,132066
2022-08-29,lubuskie,LB,11,137368,0,2886,60,799435,11,152190,0,132066
2022-08-30,lubuskie,LB,134,137502,0,2886,333,799768,138,152328,0,132066
2022-08-31,lubuskie,LB,92,137594,0,2886,245,800013,99,152427,0,132066
2022-09-01,lubuskie,LB,77,137671,0,2886,190,800203,80,152507,0,132066
2022-09-02,lubuskie,LB,54,137725,0,2886,220,800423,59,152566,0,132066
2022-09-03,lubuskie,LB,35,137760,0,2886,138,800561,37,152603,0,132066
2022-09-04,lubuskie,LB,9,137769,0,2886,44,800605,12,152615,0,132066
2022-09-05,lubuskie,LB,5,137774,0,2886,41,800646,5,152620,0,132066
2022-09-06,lubuskie,LB,88,137862,2,2888,254,800900,89,152709,0,132066
2022-09-07,lubuskie,LB,57,137919,0,2888,202,801102,58,152767,0,132066
2022-09-08,lubuskie,LB,68,137987,0,2888,215,801317,68,152835,0,132066
2022-09-09,lubuskie,LB,99,138086,2,2890,289,801606,103,152938,0,132066
2022-09-10,lubuskie,LB,81,138167,1,2891,233,801839,85,153023,0,132066
2022-09-11,lubuskie,LB,11,138178,0,2891,52,801891,11,153034,0,132066
2022-09-12,lubuskie,LB,8,138186,0,2891,57,801948,12,153046,0,132066
2022-09-13,lubuskie,LB,110,138296,0,2891,309,802257,112,153158,0,132066
2022-09-14,lubuskie,LB,123,138419,0,2891,328,802585,126,153284,0,132066
2022-09-15,lubuskie,LB,116,138535,0,2891,335,802920,117,153401,0,132066
2022-09-16,lubuskie,LB,47,138582,1,2892,184,803104,49,153450,0,132066
2022-09-17,lubuskie,LB,55,138637,0,2892,231,803335,55,153505,0,132066
2022-09-18,lubuskie,LB,7,138644,0,2892,50,803385,8,153513,0,132066
2022-09-19,lubuskie,LB,16,138660,0,2892,52,803437,16,153529,0,132066
2022-09-20,lubuskie,LB,82,138742,0,2892,276,803713,88,153617,0,132066
2022-09-21,lubuskie,LB,61,138803,0,2892,241,803954,63,153680,0,132066
2022-09-22,lubuskie,LB,98,138901,1,2893,321,804275,99,153779,0,132066
2022-09-23,lubuskie,LB,89,138990,0,2893,321,804596,94,153873,0,132066
2022-09-24,lubuskie,LB,50,139040,1,2894,197,804793,55,153928,0,132066
2022-09-25,lubuskie,LB,8,139048,0,2894,40,804833,9,153937,0,132066
2022-09-26,lubuskie,LB,10,139058,0,2894,47,804880,11,153948,0,132066
2022-09-27,lubuskie,LB,99,139157,0,2894,324,805204,104,154052,0,132066
2022-09-28,lubuskie,LB,84,139241,0,2894,311,805515,87,154139,0,132066
2022-09-29,lubuskie,LB,123,139364,1,2895,391,805906,130,154269,0,132066
2022-09-30,lubuskie,LB,80,139444,1,2896,333,806239,87,154356,0,132066
2022-10-01,lubuskie,LB,96,139540,0,2896,318,806557,104,154460,0,132066
2022-10-02,lubuskie,LB,5,139545,0,2896,22,806579,6,154466,0,132066
2022-10-03,lubuskie,LB,0,139545,0,2896,32,806611,0,154466,0,132066
2022-10-04,lubuskie,LB,128,139673,0,2896,316,806927,132,154598,0,132066
2022-10-05,lubuskie,LB,79,139752,1,2897,322,807249,82,154680,0,132066
2022-10-06,lubuskie,LB,96,139848,0,2897,325,807574,101,154781,0,132066
2022-10-07,lubuskie,LB,91,139939,2,2899,305,807879,93,154874,0,132066
2022-10-08,lubuskie,LB,119,140058,0,2899,482,808361,126,155000,0,132066
2022-10-09,lubuskie,LB,13,140071,0,2899,50,808411,14,155014,0,132066
2022-10-10,lubuskie,LB,8,140079,0,2899,53,808464,8,155022,0,132066
2022-10-11,lubuskie,LB,76,140155,0,2899,330,808794,80,155102,0,132066
2022-10-12,lubuskie,LB,67,140222,1,2900,309,809103,73,155175,0,132066
2022-10-13,lubuskie,LB,34,140256,0,2900,203,809306,36,155211,0,132066
2022-10-14,lubuskie,LB,60,140316,0,2900,280,809586,61,155272,0,132066
2022-10-15,lubuskie,LB,34,140350,1,2901,230,809816,35,155307,0,132066
2022-10-16,lubuskie,LB,9,140359,0,2901,57,809873,9,155316,0,132066
2022-10-17,lubuskie,LB,12,140371,0,2901,53,809926,12,155328,0,132066
2022-10-18,lubuskie,LB,80,140451,3,2904,314,810240,83,155411,0,132066
2022-10-19,lubuskie,LB,57,140508,3,2907,279,810519,62,155473,0,132066
2022-10-20,lubuskie,LB,32,140540,0,2907,187,810706,32,155505,0,132066
2022-10-21,lubuskie,LB,40,140580,1,2908,219,810925,40,155545,0,132066
2022-10-22,lubuskie,LB,32,140612,0,2908,190,811115,35,155580,0,132066
2022-10-23,lubuskie,LB,6,140618,0,2908,38,811153,6,155586,0,132066
2022-10-24,lubuskie,LB,6,140624,0,2908,49,811202,7,155593,0,132066
2022-10-25,lubuskie,LB,27,140651,2,2910,210,811412,30,155623,0,132066
2022-10-26,lubuskie,LB,27,140678,0,2910,195,811607,28,155651,0,132066
2022-10-27,lubuskie,LB,31,140709,0,2910,229,811836,32,155683,0,132066
2022-10-28,lubuskie,LB,21,140730,0,2910,243,812079,23,155706,0,132066
2022-10-29,lubuskie,LB,18,140748,0,2910,170,812249,21,155727,0,132066
2022-10-30,lubuskie,LB,1,140749,0,2910,41,812290,4,155731,0,132066
2022-10-31,lubuskie,LB,2,140751,0,2910,52,812342,3,155734,0,132066
2022-11-01,lubuskie,LB,25,140776,1,2911,192,812534,26,155760,0,132066
2022-11-02,lubuskie,LB,4,140780,0,2911,38,812572,4,155764,0,132066
2022-11-03,lubuskie,LB,20,140800,0,2911,212,812784,22,155786,0,132066
2022-11-04,lubuskie,LB,23,140823,0,2911,166,812950,24,155810,0,132066
2022-11-05,lubuskie,LB,19,140842,0,2911,151,813101,19,155829,0,132066
2022-11-06,lubuskie,LB,3,140845,0,2911,39,813140,4,155833,0,132066
2022-11-07,lubuskie,LB,3,140848,0,2911,57,813197,3,155836,0,132066
2022-11-08,lubuskie,LB,17,140865,0,2911,217,813414,18,155854,0,132066
2022-11-09,lubuskie,LB,20,140885,0,2911,173,813587,20,155874,0,132066
2022-11-10,lubuskie,LB,18,140903,0,2911,174,813761,19,155893,0,132066
2022-11-11,lubuskie,LB,6,140909,0,2911,97,813858,8,155901,0,132066
2022-11-12,lubuskie,LB,4,140913,0,2911,32,813890,5,155906,0,132066
2022-11-13,lubuskie,LB,3,140916,0,2911,39,813929,3,155909,0,132066
2022-11-14,lubuskie,LB,1,140917,0,2911,53,813982,1,155910,0,132066
2022-11-15,lubuskie,LB,19,140936,2,2913,131,814113,19,155929,0,132066
2022-11-16,lubuskie,LB,23,140959,1,2914,227,814340,24,155953,0,132066
2022-11-17,lubuskie,LB,18,140977,1,2915,148,814488,19,155972,0,132066
2022-11-18,lubuskie,LB,9,140986,0,2915,121,814609,9,155981,0,132066
2022-11-19,lubuskie,LB,14,141000,0,2915,147,814756,17,155998,0,132066
2022-11-20,lubuskie,LB,0,141000,0,2915,38,814794,0,155998,0,132066
2022-11-21,lubuskie,LB,3,141003,0,2915,40,814834,3,156001,0,132066
2022-11-22,lubuskie,LB,7,141010,0,2915,187,815021,8,156009,0,132066
2022-11-23,lubuskie,LB,8,141018,0,2915,136,815157,9,156018,0,132066
2022-11-24,lubuskie,LB,4,141022,1,2916,145,815302,6,156024,0,132066
2022-11-25,lubuskie,LB,14,141036,0,2916,102,815404,14,156038,0,132066
2022-11-26,lubuskie,LB,12,141048,1,2917,123,815527,13,156051,0,132066
2022-11-27,lubuskie,LB,0,141048,0,2917,34,815561,0,156051,0,132066
2022-11-28,lubuskie,LB,1,141049,0,2917,42,815603,1,156052,0,132066
2022-11-29,lubuskie,LB,17,141066,0,2917,188,815791,17,156069,0,132066
2022-11-30,lubuskie,LB,13,141079,0,2917,137,815928,13,156082,0,132066
2022-12-01,lubuskie,LB,17,141096,1,2918,142,816070,17,156099,0,132066
2022-12-02,lubuskie,LB,27,141123,0,2918,175,816245,27,156126,0,132066
2022-12-03,lubuskie,LB,16,141139,2,2920,117,816362,16,156142,0,132066
2022-12-04,lubuskie,LB,4,141143,0,2920,39,816401,4,156146,0,132066
2022-12-05,lubuskie,LB,2,141145,0,2920,34,816435,2,156148,0,132066
2022-12-06,lubuskie,LB,17,141162,0,2920,128,816563,19,156167,0,132066
2022-12-07,lubuskie,LB,19,141181,0,2920,148,816711,20,156187,0,132066
2022-12-08,lubuskie,LB,15,141196,0,2920,119,816830,15,156202,0,132066
2022-12-09,lubuskie,LB,5,141201,0,2920,84,816914,5,156207,0,132066
2022-12-10,lubuskie,LB,11,141212,0,2920,109,817023,11,156218,0,132066
2022-12-11,lubuskie,LB,1,141213,0,2920,43,817066,1,156219,0,132066
2022-12-12,lubuskie,LB,7,141220,0,2920,78,817144,7,156226,0,132066
2022-12-13,lubuskie,LB,39,141259,0,2920,224,817368,40,156266,0,132066
