date,country,code,Daily ICU occupancy,Daily ICU occupancy per million,Daily hospital occupancy,Daily hospital occupancy per million
2020-03-31,Australia,AUS,82.0,3.132,426.0,16.274
2020-04-01,Australia,AUS,86.0,3.285,441.0,16.847
2020-04-02,Australia,AUS,92.0,3.514,415.0,15.853
2020-04-03,Australia,AUS,93.0,3.553,457.0,17.458
2020-04-04,Australia,AUS,95.0,3.629,490.0,18.718
2020-04-05,Australia,AUS,96.0,3.667,457.0,17.458
2020-04-06,Australia,AUS,93.0,3.553,305.0,11.651
2020-04-07,Australia,AUS,87.0,3.323,263.0,10.047
2020-04-08,Australia,AUS,81.0,3.094,262.0,10.009
2020-04-09,Australia,AUS,81.0,3.094,247.0,9.436
2020-04-10,Australia,AUS,80.0,3.056,240.0,9.168
2020-04-11,Australia,AUS,83.0,3.171,239.0,9.13
2020-04-12,Australia,AUS,79.0,3.018,227.0,8.672
2020-04-13,Australia,AUS,80.0,3.056,230.0,8.786
2020-04-14,Australia,AUS,73.0,2.789,214.0,8.175
2020-04-15,Australia,AUS,67.0,2.559,201.0,7.678
2020-04-16,Australia,AUS,60.0,2.292,192.0,7.335
2020-04-17,Australia,AUS,55.0,2.101,184.0,7.029
2020-04-18,Australia,AUS,48.0,1.834,177.0,6.762
2020-04-19,Australia,AUS,49.0,1.872,170.0,6.494
2020-04-20,Australia,AUS,47.0,1.795,167.0,6.38
2020-04-21,Australia,AUS,46.0,1.757,161.0,6.15
2020-04-22,Australia,AUS,45.0,1.719,152.0,5.807
2020-04-23,Australia,AUS,42.0,1.604,138.0,5.272
2020-04-24,Australia,AUS,43.0,1.643,129.0,4.928
2020-04-25,Australia,AUS,43.0,1.643,115.0,4.393
2020-04-26,Australia,AUS,43.0,1.643,113.0,4.317
2020-04-27,Australia,AUS,42.0,1.604,109.0,4.164
2020-04-28,Australia,AUS,38.0,1.452,93.0,3.553
2020-04-29,Australia,AUS,34.0,1.299,89.0,3.4
2020-04-30,Australia,AUS,28.0,1.07,83.0,3.171
2020-05-01,Australia,AUS,28.0,1.07,79.0,3.018
2020-05-02,Australia,AUS,28.0,1.07,75.0,2.865
2020-05-03,Australia,AUS,28.0,1.07,70.0,2.674
2020-05-04,Australia,AUS,27.0,1.031,66.0,2.521
2020-05-05,Australia,AUS,27.0,1.031,62.0,2.368
2020-05-06,Australia,AUS,23.0,0.879,58.0,2.216
2020-05-07,Australia,AUS,21.0,0.802,56.0,2.139
2020-05-08,Australia,AUS,19.0,0.726,51.0,1.948
2020-05-09,Australia,AUS,17.0,0.649,43.0,1.643
2020-05-10,Australia,AUS,16.0,0.611,49.0,1.872
2020-05-11,Australia,AUS,16.0,0.611,47.0,1.795
2020-05-12,Australia,AUS,17.0,0.649,50.0,1.91
2020-05-13,Australia,AUS,18.0,0.688,51.0,1.948
2020-05-14,Australia,AUS,17.0,0.649,46.0,1.757
2020-05-15,Australia,AUS,16.0,0.611,49.0,1.872
2020-05-16,Australia,AUS,16.0,0.611,50.0,1.91
2020-05-17,Australia,AUS,12.0,0.458,45.0,1.719
2020-05-18,Australia,AUS,11.0,0.42,47.0,1.795
2020-05-19,Australia,AUS,9.0,0.344,43.0,1.643
2020-05-20,Australia,AUS,9.0,0.344,41.0,1.566
2020-05-21,Australia,AUS,7.0,0.267,39.0,1.49
2020-05-22,Australia,AUS,5.0,0.191,35.0,1.337
2020-05-23,Australia,AUS,5.0,0.191,33.0,1.261
2020-05-24,Australia,AUS,5.0,0.191,31.0,1.184
2020-05-25,Australia,AUS,5.0,0.191,30.0,1.146
2020-05-26,Australia,AUS,6.0,0.229,30.0,1.146
2020-05-27,Australia,AUS,5.0,0.191,29.0,1.108
2020-05-28,Australia,AUS,4.0,0.153,23.0,0.879
2020-05-29,Australia,AUS,4.0,0.153,22.0,0.84
2020-05-30,Australia,AUS,4.0,0.153,20.0,0.764
2020-05-31,Australia,AUS,3.0,0.115,20.0,0.764
2020-06-01,Australia,AUS,4.0,0.153,26.0,0.993
2020-06-02,Australia,AUS,5.0,0.191,25.0,0.955
2020-06-03,Australia,AUS,4.0,0.153,22.0,0.84
2020-06-04,Australia,AUS,2.0,0.076,21.0,0.802
2020-06-05,Australia,AUS,4.0,0.153,21.0,0.802
2020-06-06,Australia,AUS,3.0,0.115,18.0,0.688
2020-06-07,Australia,AUS,3.0,0.115,19.0,0.726
2020-06-08,Australia,AUS,2.0,0.076,18.0,0.688
2020-06-09,Australia,AUS,3.0,0.115,20.0,0.764
2020-06-10,Australia,AUS,2.0,0.076,18.0,0.688
2020-06-11,Australia,AUS,2.0,0.076,17.0,0.649
2020-06-12,Australia,AUS,2.0,0.076,16.0,0.611
2020-06-13,Australia,AUS,3.0,0.115,16.0,0.611
2020-06-14,Australia,AUS,4.0,0.153,17.0,0.649
2020-06-15,Australia,AUS,3.0,0.115,17.0,0.649
2020-06-16,Australia,AUS,3.0,0.115,16.0,0.611
2020-06-17,Australia,AUS,2.0,0.076,14.0,0.535
2020-06-18,Australia,AUS,2.0,0.076,15.0,0.573
2020-06-19,Australia,AUS,3.0,0.115,17.0,0.649
2020-06-20,Australia,AUS,2.0,0.076,16.0,0.611
2020-06-21,Australia,AUS,2.0,0.076,18.0,0.688
2020-06-22,Australia,AUS,3.0,0.115,19.0,0.726
2020-06-23,Australia,AUS,2.0,0.076,16.0,0.611
2020-06-24,Australia,AUS,2.0,0.076,16.0,0.611
2020-06-25,Australia,AUS,1.0,0.038,12.0,0.458
2020-06-26,Australia,AUS,1.0,0.038,12.0,0.458
2020-06-27,Australia,AUS,1.0,0.038,11.0,0.42
2020-06-28,Australia,AUS,1.0,0.038,15.0,0.573
2020-06-29,Australia,AUS,1.0,0.038,14.0,0.535
2020-06-30,Australia,AUS,3.0,0.115,18.0,0.688
2020-07-01,Australia,AUS,5.0,0.191,24.0,0.917
2020-07-02,Australia,AUS,7.0,0.267,27.0,1.031
2020-07-03,Australia,AUS,4.0,0.153,29.0,1.108
2020-07-04,Australia,AUS,4.0,0.153,30.0,1.146
2020-07-05,Australia,AUS,6.0,0.229,34.0,1.299
2020-07-06,Australia,AUS,10.0,0.382,39.0,1.49
2020-07-07,Australia,AUS,8.0,0.306,46.0,1.757
2020-07-08,Australia,AUS,10.0,0.382,45.0,1.719
2020-07-09,Australia,AUS,13.0,0.497,54.0,2.063
2020-07-10,Australia,AUS,16.0,0.611,55.0,2.101
2020-07-11,Australia,AUS,17.0,0.649,67.0,2.559
2020-07-12,Australia,AUS,18.0,0.688,92.0,3.514
2020-07-13,Australia,AUS,27.0,1.031,90.0,3.438
2020-07-14,Australia,AUS,28.0,1.07,111.0,4.24
2020-07-15,Australia,AUS,30.0,1.146,114.0,4.355
2020-07-16,Australia,AUS,32.0,1.222,126.0,4.813
2020-07-17,Australia,AUS,26.0,0.993,115.0,4.393
2020-07-18,Australia,AUS,29.0,1.108,135.0,5.157
2020-07-19,Australia,AUS,33.0,1.261,156.0,5.959
2020-07-20,Australia,AUS,38.0,1.452,182.0,6.953
2020-07-21,Australia,AUS,42.0,1.604,214.0,8.175
2020-07-22,Australia,AUS,41.0,1.566,211.0,8.06
2020-07-23,Australia,AUS,44.0,1.681,217.0,8.29
2020-07-24,Australia,AUS,46.0,1.757,239.0,9.13
2020-07-25,Australia,AUS,46.0,1.757,241.0,9.206
2020-07-26,Australia,AUS,49.0,1.872,259.0,9.894
2020-07-27,Australia,AUS,47.0,1.795,275.0,10.505
2020-07-28,Australia,AUS,46.0,1.757,323.0,12.339
2020-07-29,Australia,AUS,40.0,1.528,330.0,12.606
2020-07-30,Australia,AUS,44.0,1.681,366.0,13.982
2020-07-31,Australia,AUS,50.0,1.91,401.0,15.319
2020-08-01,Australia,AUS,46.0,1.757,408.0,15.586
2020-08-02,Australia,AUS,43.0,1.643,439.0,16.77
2020-08-03,Australia,AUS,44.0,1.681,483.0,18.451
2020-08-04,Australia,AUS,51.0,1.948,566.0,21.622
2020-08-05,Australia,AUS,52.0,1.986,600.0,22.921
2020-08-06,Australia,AUS,51.0,1.948,632.0,24.143
2020-08-07,Australia,AUS,53.0,2.025,659.0,25.174
2020-08-08,Australia,AUS,51.0,1.948,658.0,25.136
2020-08-09,Australia,AUS,56.0,2.139,664.0,25.365
2020-08-10,Australia,AUS,51.0,1.948,673.0,25.709
2020-08-11,Australia,AUS,51.0,1.948,686.0,26.206
2020-08-12,Australia,AUS,44.0,1.681,686.0,26.206
2020-08-13,Australia,AUS,47.0,1.795,679.0,25.938
2020-08-14,Australia,AUS,48.0,1.834,681.0,26.015
2020-08-15,Australia,AUS,47.0,1.795,680.0,25.977
2020-08-16,Australia,AUS,51.0,1.948,674.0,25.747
2020-08-17,Australia,AUS,52.0,1.986,682.0,26.053
2020-08-18,Australia,AUS,52.0,1.986,694.0,26.511
2020-08-19,Australia,AUS,51.0,1.948,644.0,24.601
2020-08-20,Australia,AUS,47.0,1.795,647.0,24.716
2020-08-21,Australia,AUS,43.0,1.643,631.0,24.105
2020-08-22,Australia,AUS,39.0,1.49,604.0,23.073
2020-08-23,Australia,AUS,38.0,1.452,659.0,25.174
2020-08-24,Australia,AUS,42.0,1.604,644.0,24.601
2020-08-25,Australia,AUS,46.0,1.757,603.0,23.035
2020-08-26,Australia,AUS,35.0,1.337,558.0,21.316
2020-08-27,Australia,AUS,35.0,1.337,543.0,20.743
2020-08-28,Australia,AUS,32.0,1.222,510.0,19.482
2020-08-29,Australia,AUS,31.0,1.184,501.0,19.139
2020-08-30,Australia,AUS,27.0,1.031,481.0,18.375
2020-08-31,Australia,AUS,26.0,0.993,450.0,17.19
2020-09-01,Australia,AUS,23.0,0.879,432.0,16.503
2020-09-02,Australia,AUS,26.0,0.993,391.0,14.937
2020-09-03,Australia,AUS,27.0,1.031,357.0,13.638
2020-09-04,Australia,AUS,27.0,1.031,326.0,12.453
2020-09-05,Australia,AUS,26.0,0.993,310.0,11.842
2020-09-06,Australia,AUS,32.0,1.222,294.0,11.231
2020-09-07,Australia,AUS,29.0,1.108,263.0,10.047
2020-09-08,Australia,AUS,26.0,0.993,221.0,8.442
2020-09-09,Australia,AUS,23.0,0.879,195.0,7.449
2020-09-10,Australia,AUS,18.0,0.688,162.0,6.189
2020-09-11,Australia,AUS,15.0,0.573,151.0,5.768
2020-09-12,Australia,AUS,17.0,0.649,137.0,5.234
2020-09-13,Australia,AUS,18.0,0.688,141.0,5.386
2020-09-14,Australia,AUS,17.0,0.649,139.0,5.31
2020-09-15,Australia,AUS,16.0,0.611,126.0,4.813
2020-09-16,Australia,AUS,16.0,0.611,117.0,4.47
2020-09-17,Australia,AUS,15.0,0.573,108.0,4.126
2020-09-18,Australia,AUS,12.0,0.458,106.0,4.049
2020-09-19,Australia,AUS,10.0,0.382,109.0,4.164
2020-09-20,Australia,AUS,8.0,0.306,107.0,4.087
2020-09-21,Australia,AUS,11.0,0.42,100.0,3.82
2020-09-22,Australia,AUS,11.0,0.42,89.0,3.4
2020-09-23,Australia,AUS,11.0,0.42,81.0,3.094
2020-09-24,Australia,AUS,11.0,0.42,71.0,2.712
2020-09-25,Australia,AUS,12.0,0.458,68.0,2.598
2020-09-26,Australia,AUS,12.0,0.458,65.0,2.483
2020-09-27,Australia,AUS,11.0,0.42,62.0,2.368
2020-09-28,Australia,AUS,8.0,0.306,60.0,2.292
2020-09-29,Australia,AUS,9.0,0.344,55.0,2.101
2020-09-30,Australia,AUS,9.0,0.344,50.0,1.91
2020-10-01,Australia,AUS,6.0,0.229,51.0,1.948
2020-10-02,Australia,AUS,6.0,0.229,49.0,1.872
2020-10-03,Australia,AUS,6.0,0.229,46.0,1.757
2020-10-04,Australia,AUS,6.0,0.229,46.0,1.757
2020-10-05,Australia,AUS,5.0,0.191,37.0,1.413
2020-10-06,Australia,AUS,6.0,0.229,32.0,1.222
2020-10-07,Australia,AUS,3.0,0.115,31.0,1.184
2020-10-08,Australia,AUS,4.0,0.153,28.0,1.07
2020-10-09,Australia,AUS,3.0,0.115,31.0,1.184
2020-10-10,Australia,AUS,1.0,0.038,31.0,1.184
2020-10-11,Australia,AUS,1.0,0.038,32.0,1.222
2020-10-12,Australia,AUS,1.0,0.038,31.0,1.184
2020-10-13,Australia,AUS,1.0,0.038,28.0,1.07
2020-10-14,Australia,AUS,1.0,0.038,26.0,0.993
2020-10-15,Australia,AUS,1.0,0.038,20.0,0.764
2020-10-16,Australia,AUS,0.0,0.0,18.0,0.688
2020-10-17,Australia,AUS,1.0,0.038,16.0,0.611
2020-10-18,Australia,AUS,1.0,0.038,17.0,0.649
2020-10-19,Australia,AUS,1.0,0.038,17.0,0.649
2020-10-20,Australia,AUS,1.0,0.038,16.0,0.611
2020-10-21,Australia,AUS,0.0,0.0,16.0,0.611
2020-10-22,Australia,AUS,0.0,0.0,20.0,0.764
2020-10-23,Australia,AUS,0.0,0.0,18.0,0.688
2020-10-24,Australia,AUS,0.0,0.0,17.0,0.649
2020-10-25,Australia,AUS,0.0,0.0,17.0,0.649
2020-10-26,Australia,AUS,1.0,0.038,15.0,0.573
2020-10-27,Australia,AUS,1.0,0.038,13.0,0.497
2020-10-28,Australia,AUS,1.0,0.038,19.0,0.726
2020-10-29,Australia,AUS,1.0,0.038,20.0,0.764
2020-10-30,Australia,AUS,1.0,0.038,17.0,0.649
2020-10-31,Australia,AUS,1.0,0.038,17.0,0.649
2020-11-01,Australia,AUS,1.0,0.038,16.0,0.611
2020-11-02,Australia,AUS,1.0,0.038,15.0,0.573
2020-11-03,Australia,AUS,1.0,0.038,20.0,0.764
2020-11-04,Australia,AUS,1.0,0.038,21.0,0.802
2020-11-05,Australia,AUS,1.0,0.038,20.0,0.764
2020-11-06,Australia,AUS,1.0,0.038,19.0,0.726
2020-11-07,Australia,AUS,1.0,0.038,19.0,0.726
2020-11-08,Australia,AUS,1.0,0.038,20.0,0.764
2020-11-09,Australia,AUS,0.0,0.0,20.0,0.764
2020-11-10,Australia,AUS,0.0,0.0,22.0,0.84
2020-11-11,Australia,AUS,0.0,0.0,22.0,0.84
2020-11-12,Australia,AUS,0.0,0.0,22.0,0.84
2020-11-13,Australia,AUS,0.0,0.0,21.0,0.802
2020-11-14,Australia,AUS,0.0,0.0,22.0,0.84
2020-11-15,Australia,AUS,0.0,0.0,24.0,0.917
2020-11-16,Australia,AUS,0.0,0.0,23.0,0.879
2020-11-17,Australia,AUS,0.0,0.0,22.0,0.84
2020-11-18,Australia,AUS,0.0,0.0,26.0,0.993
2020-11-19,Australia,AUS,0.0,0.0,23.0,0.879
2020-11-20,Australia,AUS,0.0,0.0,25.0,0.955
2020-11-21,Australia,AUS,0.0,0.0,22.0,0.84
2020-11-22,Australia,AUS,0.0,0.0,21.0,0.802
2020-11-23,Australia,AUS,0.0,0.0,25.0,0.955
2020-11-24,Australia,AUS,0.0,0.0,24.0,0.917
2020-11-25,Australia,AUS,0.0,0.0,24.0,0.917
2020-11-26,Australia,AUS,0.0,0.0,22.0,0.84
2020-11-27,Australia,AUS,0.0,0.0,21.0,0.802
2020-11-28,Australia,AUS,0.0,0.0,21.0,0.802
2020-11-29,Australia,AUS,0.0,0.0,22.0,0.84
2020-11-30,Australia,AUS,0.0,0.0,21.0,0.802
2020-12-01,Australia,AUS,0.0,0.0,21.0,0.802
2020-12-02,Australia,AUS,0.0,0.0,26.0,0.993
2020-12-03,Australia,AUS,0.0,0.0,27.0,1.031
2020-12-04,Australia,AUS,0.0,0.0,28.0,1.07
2020-12-05,Australia,AUS,0.0,0.0,29.0,1.108
2020-12-06,Australia,AUS,0.0,0.0,33.0,1.261
2020-12-07,Australia,AUS,0.0,0.0,37.0,1.413
2020-12-08,Australia,AUS,0.0,0.0,32.0,1.222
2020-12-09,Australia,AUS,0.0,0.0,38.0,1.452
2020-12-10,Australia,AUS,0.0,0.0,38.0,1.452
2020-12-11,Australia,AUS,0.0,0.0,37.0,1.413
2020-12-12,Australia,AUS,0.0,0.0,34.0,1.299
2020-12-13,Australia,AUS,1.0,0.038,28.0,1.07
2020-12-14,Australia,AUS,1.0,0.038,31.0,1.184
2020-12-15,Australia,AUS,1.0,0.038,28.0,1.07
2020-12-16,Australia,AUS,0.0,0.0,29.0,1.108
2020-12-17,Australia,AUS,0.0,0.0,24.0,0.917
2020-12-18,Australia,AUS,0.0,0.0,25.0,0.955
2020-12-19,Australia,AUS,0.0,0.0,26.0,0.993
2020-12-20,Australia,AUS,0.0,0.0,23.0,0.879
2020-12-21,Australia,AUS,0.0,0.0,22.0,0.84
2020-12-22,Australia,AUS,0.0,0.0,20.0,0.764
2020-12-23,Australia,AUS,0.0,0.0,21.0,0.802
2020-12-24,Australia,AUS,0.0,0.0,24.0,0.917
2020-12-25,Australia,AUS,0.0,0.0,23.0,0.879
2020-12-26,Australia,AUS,0.0,0.0,25.0,0.955
2020-12-27,Australia,AUS,0.0,0.0,19.0,0.726
2020-12-28,Australia,AUS,0.0,0.0,24.0,0.917
2020-12-29,Australia,AUS,0.0,0.0,19.0,0.726
2020-12-30,Australia,AUS,0.0,0.0,22.0,0.84
2020-12-31,Australia,AUS,0.0,0.0,19.0,0.726
2021-01-01,Australia,AUS,0.0,0.0,25.0,0.955
2021-01-02,Australia,AUS,0.0,0.0,26.0,0.993
2021-01-03,Australia,AUS,0.0,0.0,26.0,0.993
2021-01-04,Australia,AUS,0.0,0.0,32.0,1.222
2021-01-05,Australia,AUS,0.0,0.0,36.0,1.375
2021-01-06,Australia,AUS,0.0,0.0,38.0,1.452
2021-01-07,Australia,AUS,0.0,0.0,41.0,1.566
2021-01-08,Australia,AUS,0.0,0.0,40.0,1.528
2021-01-09,Australia,AUS,0.0,0.0,41.0,1.566
2021-01-10,Australia,AUS,0.0,0.0,45.0,1.719
2021-01-11,Australia,AUS,0.0,0.0,47.0,1.795
2021-01-12,Australia,AUS,1.0,0.038,44.0,1.681
2021-01-13,Australia,AUS,1.0,0.038,46.0,1.757
2021-01-14,Australia,AUS,1.0,0.038,51.0,1.948
2021-01-15,Australia,AUS,2.0,0.076,47.0,1.795
2021-01-16,Australia,AUS,2.0,0.076,38.0,1.452
2021-01-17,Australia,AUS,2.0,0.076,34.0,1.299
2021-01-18,Australia,AUS,1.0,0.038,32.0,1.222
2021-01-19,Australia,AUS,1.0,0.038,36.0,1.375
2021-01-20,Australia,AUS,1.0,0.038,32.0,1.222
2021-01-21,Australia,AUS,0.0,0.0,34.0,1.299
2021-01-22,Australia,AUS,0.0,0.0,32.0,1.222
2021-01-23,Australia,AUS,0.0,0.0,26.0,0.993
2021-01-24,Australia,AUS,0.0,0.0,25.0,0.955
2021-01-25,Australia,AUS,0.0,0.0,28.0,1.07
2021-01-26,Australia,AUS,0.0,0.0,21.0,0.802
2021-01-27,Australia,AUS,0.0,0.0,21.0,0.802
2021-01-28,Australia,AUS,0.0,0.0,20.0,0.764
2021-01-29,Australia,AUS,0.0,0.0,14.0,0.535
2021-01-30,Australia,AUS,0.0,0.0,14.0,0.535
2021-01-31,Australia,AUS,0.0,0.0,10.0,0.382
2021-02-01,Australia,AUS,0.0,0.0,9.0,0.344
2021-02-02,Australia,AUS,0.0,0.0,9.0,0.344
2021-02-03,Australia,AUS,0.0,0.0,10.0,0.382
2021-02-04,Australia,AUS,0.0,0.0,9.0,0.344
2021-02-05,Australia,AUS,0.0,0.0,9.0,0.344
2021-02-06,Australia,AUS,0.0,0.0,11.0,0.42
2021-02-07,Australia,AUS,0.0,0.0,10.0,0.382
2021-02-08,Australia,AUS,1.0,0.038,11.0,0.42
2021-02-09,Australia,AUS,1.0,0.038,12.0,0.458
2021-02-10,Australia,AUS,1.0,0.038,11.0,0.42
2021-02-11,Australia,AUS,1.0,0.038,12.0,0.458
2021-02-12,Australia,AUS,0.0,0.0,11.0,0.42
2021-02-13,Australia,AUS,0.0,0.0,14.0,0.535
2021-02-14,Australia,AUS,0.0,0.0,14.0,0.535
2021-02-15,Australia,AUS,0.0,0.0,12.0,0.458
2021-02-16,Australia,AUS,0.0,0.0,11.0,0.42
2021-02-17,Australia,AUS,0.0,0.0,12.0,0.458
2021-02-18,Australia,AUS,1.0,0.038,10.0,0.382
2021-02-19,Australia,AUS,1.0,0.038,10.0,0.382
2021-02-20,Australia,AUS,1.0,0.038,10.0,0.382
2021-02-21,Australia,AUS,1.0,0.038,11.0,0.42
2021-02-22,Australia,AUS,0.0,0.0,11.0,0.42
2021-02-23,Australia,AUS,0.0,0.0,12.0,0.458
2021-02-24,Australia,AUS,0.0,0.0,13.0,0.497
2021-02-25,Australia,AUS,0.0,0.0,17.0,0.649
2021-02-26,Australia,AUS,1.0,0.038,21.0,0.802
2021-02-27,Australia,AUS,0.0,0.0,19.0,0.726
2021-02-28,Australia,AUS,1.0,0.038,17.0,0.649
2021-03-01,Australia,AUS,1.0,0.038,24.0,0.917
2021-03-02,Australia,AUS,1.0,0.038,20.0,0.764
2021-03-03,Australia,AUS,1.0,0.038,27.0,1.031
2021-03-04,Australia,AUS,1.0,0.038,24.0,0.917
2021-03-05,Australia,AUS,1.0,0.038,27.0,1.031
2021-03-06,Australia,AUS,1.0,0.038,29.0,1.108
2021-03-07,Australia,AUS,1.0,0.038,29.0,1.108
2021-03-08,Australia,AUS,1.0,0.038,29.0,1.108
2021-03-09,Australia,AUS,1.0,0.038,42.0,1.604
2021-03-10,Australia,AUS,0.0,0.0,46.0,1.757
2021-03-11,Australia,AUS,0.0,0.0,44.0,1.681
2021-03-12,Australia,AUS,0.0,0.0,48.0,1.834
2021-03-13,Australia,AUS,0.0,0.0,41.0,1.566
2021-03-14,Australia,AUS,0.0,0.0,37.0,1.413
2021-03-15,Australia,AUS,0.0,0.0,43.0,1.643
2021-03-16,Australia,AUS,1.0,0.038,47.0,1.795
2021-03-17,Australia,AUS,0.0,0.0,46.0,1.757
2021-03-18,Australia,AUS,1.0,0.038,63.0,2.407
2021-03-19,Australia,AUS,3.0,0.115,64.0,2.445
2021-03-20,Australia,AUS,2.0,0.076,60.0,2.292
2021-03-21,Australia,AUS,1.0,0.038,64.0,2.445
2021-03-22,Australia,AUS,1.0,0.038,66.0,2.521
2021-03-23,Australia,AUS,1.0,0.038,72.0,2.75
2021-03-24,Australia,AUS,1.0,0.038,71.0,2.712
2021-03-25,Australia,AUS,1.0,0.038,73.0,2.789
2021-03-26,Australia,AUS,2.0,0.076,75.0,2.865
2021-03-27,Australia,AUS,2.0,0.076,77.0,2.941
2021-03-28,Australia,AUS,2.0,0.076,78.0,2.98
2021-03-29,Australia,AUS,2.0,0.076,83.0,3.171
2021-03-30,Australia,AUS,1.0,0.038,76.0,2.903
2021-03-31,Australia,AUS,1.0,0.038,87.0,3.323
2021-04-01,Australia,AUS,1.0,0.038,86.0,3.285
2021-04-02,Australia,AUS,2.0,0.076,78.0,2.98
2021-04-03,Australia,AUS,3.0,0.115,81.0,3.094
2021-04-04,Australia,AUS,3.0,0.115,84.0,3.209
2021-04-05,Australia,AUS,2.0,0.076,79.0,3.018
2021-04-06,Australia,AUS,2.0,0.076,82.0,3.132
2021-04-07,Australia,AUS,2.0,0.076,76.0,2.903
2021-04-08,Australia,AUS,2.0,0.076,76.0,2.903
2021-04-09,Australia,AUS,1.0,0.038,69.0,2.636
2021-04-10,Australia,AUS,1.0,0.038,65.0,2.483
2021-04-11,Australia,AUS,1.0,0.038,62.0,2.368
2021-04-12,Australia,AUS,2.0,0.076,63.0,2.407
2021-04-13,Australia,AUS,2.0,0.076,59.0,2.254
2021-04-14,Australia,AUS,2.0,0.076,50.0,1.91
2021-04-15,Australia,AUS,2.0,0.076,46.0,1.757
2021-04-16,Australia,AUS,2.0,0.076,44.0,1.681
2021-04-17,Australia,AUS,3.0,0.115,44.0,1.681
2021-04-18,Australia,AUS,3.0,0.115,47.0,1.795
2021-04-19,Australia,AUS,3.0,0.115,48.0,1.834
2021-04-20,Australia,AUS,1.0,0.038,47.0,1.795
2021-04-21,Australia,AUS,1.0,0.038,47.0,1.795
2021-04-22,Australia,AUS,1.0,0.038,61.0,2.33
2021-04-23,Australia,AUS,1.0,0.038,67.0,2.559
2021-04-24,Australia,AUS,1.0,0.038,68.0,2.598
2021-04-25,Australia,AUS,1.0,0.038,73.0,2.789
2021-04-26,Australia,AUS,1.0,0.038,71.0,2.712
2021-04-27,Australia,AUS,2.0,0.076,75.0,2.865
2021-04-28,Australia,AUS,2.0,0.076,69.0,2.636
2021-04-29,Australia,AUS,2.0,0.076,72.0,2.75
2021-04-30,Australia,AUS,2.0,0.076,74.0,2.827
2021-05-01,Australia,AUS,2.0,0.076,63.0,2.407
2021-05-02,Australia,AUS,1.0,0.038,57.0,2.177
2021-05-03,Australia,AUS,1.0,0.038,60.0,2.292
2021-05-04,Australia,AUS,1.0,0.038,54.0,2.063
2021-05-05,Australia,AUS,1.0,0.038,46.0,1.757
2021-05-06,Australia,AUS,1.0,0.038,38.0,1.452
2021-05-07,Australia,AUS,1.0,0.038,38.0,1.452
2021-05-08,Australia,AUS,2.0,0.076,36.0,1.375
2021-05-09,Australia,AUS,2.0,0.076,31.0,1.184
2021-05-10,Australia,AUS,2.0,0.076,29.0,1.108
