date,country,code,Daily ICU occupancy,Daily ICU occupancy per million,Daily hospital occupancy,Daily hospital occupancy per million
2021-05-11,Australia,AUS,3.0,0.115,31.0,1.184
2021-05-12,Australia,AUS,3.0,0.115,27.0,1.031
2021-05-13,Australia,AUS,3.0,0.115,24.0,0.917
2021-05-14,Australia,AUS,3.0,0.115,23.0,0.879
2021-05-15,Australia,AUS,3.0,0.115,19.0,0.726
2021-05-16,Australia,AUS,3.0,0.115,21.0,0.802
2021-05-17,Australia,AUS,3.0,0.115,23.0,0.879
2021-05-18,Australia,AUS,1.0,0.038,23.0,0.879
2021-05-19,Australia,AUS,1.0,0.038,21.0,0.802
2021-05-20,Australia,AUS,1.0,0.038,17.0,0.649
2021-05-21,Australia,AUS,1.0,0.038,20.0,0.764
2021-05-22,Australia,AUS,1.0,0.038,17.0,0.649
2021-05-23,Australia,AUS,1.0,0.038,17.0,0.649
2021-05-24,Australia,AUS,1.0,0.038,18.0,0.688
2021-05-25,Australia,AUS,1.0,0.038,19.0,0.726
2021-05-26,Australia,AUS,2.0,0.076,17.0,0.649
2021-05-27,Australia,AUS,2.0,0.076,18.0,0.688
2021-05-28,Australia,AUS,1.0,0.038,17.0,0.649
2021-05-29,Australia,AUS,1.0,0.038,19.0,0.726
2021-05-30,Australia,AUS,1.0,0.038,21.0,0.802
2021-05-31,Australia,AUS,1.0,0.038,17.0,0.649
2021-06-01,Australia,AUS,1.0,0.038,21.0,0.802
2021-06-02,Australia,AUS,0.0,0.0,22.0,0.84
2021-06-03,Australia,AUS,0.0,0.0,19.0,0.726
2021-06-04,Australia,AUS,0.0,0.0,17.0,0.649
2021-06-05,Australia,AUS,0.0,0.0,16.0,0.611
2021-06-06,Australia,AUS,0.0,0.0,17.0,0.649
2021-06-07,Australia,AUS,0.0,0.0,19.0,0.726
2021-06-08,Australia,AUS,0.0,0.0,13.0,0.497
2021-06-09,Australia,AUS,0.0,0.0,16.0,0.611
2021-06-10,Australia,AUS,0.0,0.0,16.0,0.611
2021-06-11,Australia,AUS,0.0,0.0,15.0,0.573
2021-06-12,Australia,AUS,0.0,0.0,16.0,0.611
2021-06-13,Australia,AUS,1.0,0.038,25.0,0.955
2021-06-14,Australia,AUS,1.0,0.038,25.0,0.955
2021-06-15,Australia,AUS,1.0,0.038,27.0,1.031
2021-06-16,Australia,AUS,1.0,0.038,29.0,1.108
2021-06-17,Australia,AUS,1.0,0.038,32.0,1.222
2021-06-18,Australia,AUS,1.0,0.038,36.0,1.375
2021-06-19,Australia,AUS,1.0,0.038,35.0,1.337
2021-06-20,Australia,AUS,1.0,0.038,36.0,1.375
2021-06-21,Australia,AUS,1.0,0.038,37.0,1.413
2021-06-22,Australia,AUS,0.0,0.0,43.0,1.643
2021-06-23,Australia,AUS,0.0,0.0,45.0,1.719
2021-06-24,Australia,AUS,1.0,0.038,48.0,1.834
2021-06-25,Australia,AUS,1.0,0.038,50.0,1.91
2021-06-26,Australia,AUS,1.0,0.038,50.0,1.91
2021-06-27,Australia,AUS,2.0,0.076,59.0,2.254
2021-06-28,Australia,AUS,1.0,0.038,60.0,2.292
2021-06-29,Australia,AUS,1.0,0.038,62.0,2.368
2021-06-30,Australia,AUS,3.0,0.115,67.0,2.559
2021-07-01,Australia,AUS,4.0,0.153,73.0,2.789
2021-07-02,Australia,AUS,6.0,0.229,66.0,2.521
2021-07-03,Australia,AUS,7.0,0.267,75.0,2.865
2021-07-04,Australia,AUS,7.0,0.267,83.0,3.171
2021-07-05,Australia,AUS,9.0,0.344,78.0,2.98
2021-07-06,Australia,AUS,8.0,0.306,91.0,3.476
2021-07-07,Australia,AUS,13.0,0.497,98.0,3.744
2021-07-08,Australia,AUS,12.0,0.458,100.0,3.82
2021-07-09,Australia,AUS,18.0,0.688,106.0,4.049
2021-07-10,Australia,AUS,17.0,0.649,107.0,4.087
2021-07-11,Australia,AUS,20.0,0.764,124.0,4.737
2021-07-12,Australia,AUS,23.0,0.879,119.0,4.546
2021-07-13,Australia,AUS,22.0,0.84,122.0,4.661
2021-07-14,Australia,AUS,22.0,0.84,126.0,4.813
2021-07-15,Australia,AUS,21.0,0.802,128.0,4.89
2021-07-16,Australia,AUS,20.0,0.764,113.0,4.317
2021-07-17,Australia,AUS,20.0,0.764,114.0,4.355
2021-07-18,Australia,AUS,26.0,0.993,123.0,4.699
2021-07-19,Australia,AUS,29.0,1.108,137.0,5.234
2021-07-20,Australia,AUS,26.0,0.993,146.0,5.577
2021-07-21,Australia,AUS,31.0,1.184,158.0,6.036
2021-07-22,Australia,AUS,35.0,1.337,170.0,6.494
2021-07-23,Australia,AUS,41.0,1.566,173.0,6.609
2021-07-24,Australia,AUS,46.0,1.757,173.0,6.609
2021-07-25,Australia,AUS,47.0,1.795,191.0,7.296
2021-07-26,Australia,AUS,50.0,1.91,207.0,7.908
2021-07-27,Australia,AUS,59.0,2.254,221.0,8.442
2021-07-28,Australia,AUS,58.0,2.216,224.0,8.557
2021-07-29,Australia,AUS,62.0,2.368,234.0,8.939
2021-07-30,Australia,AUS,57.0,2.177,250.0,9.55
2021-07-31,Australia,AUS,59.0,2.254,276.0,10.543
2021-08-01,Australia,AUS,59.0,2.254,290.0,11.078
2021-08-02,Australia,AUS,58.0,2.216,318.0,12.148
2021-08-03,Australia,AUS,57.0,2.177,366.0,13.982
2021-08-04,Australia,AUS,56.0,2.139,374.0,14.287
2021-08-05,Australia,AUS,55.0,2.101,392.0,14.975
2021-08-06,Australia,AUS,61.0,2.33,433.0,16.541
2021-08-07,Australia,AUS,62.0,2.368,433.0,16.541
2021-08-08,Australia,AUS,70.0,2.674,428.0,16.35
2021-08-09,Australia,AUS,62.0,2.368,433.0,16.541
2021-08-10,Australia,AUS,64.0,2.445,441.0,16.847
2021-08-11,Australia,AUS,65.0,2.483,428.0,16.35
2021-08-12,Australia,AUS,67.0,2.559,442.0,16.885
2021-08-13,Australia,AUS,68.0,2.598,427.0,16.312
2021-08-14,Australia,AUS,66.0,2.521,424.0,16.197
2021-08-15,Australia,AUS,69.0,2.636,436.0,16.656
2021-08-16,Australia,AUS,73.0,2.789,492.0,18.795
2021-08-17,Australia,AUS,80.0,3.056,503.0,19.215
2021-08-18,Australia,AUS,86.0,3.285,513.0,19.597
2021-08-19,Australia,AUS,87.0,3.323,506.0,19.33
2021-08-20,Australia,AUS,93.0,3.553,554.0,21.163
2021-08-21,Australia,AUS,106.0,4.049,605.0,23.112
2021-08-22,Australia,AUS,111.0,4.24,641.0,24.487
2021-08-23,Australia,AUS,119.0,4.546,668.0,25.518
2021-08-24,Australia,AUS,125.0,4.775,709.0,27.084
2021-08-25,Australia,AUS,132.0,5.043,767.0,29.3
2021-08-26,Australia,AUS,134.0,5.119,842.0,32.165
2021-08-27,Australia,AUS,141.0,5.386,854.0,32.624
2021-08-28,Australia,AUS,140.0,5.348,893.0,34.113
2021-08-29,Australia,AUS,155.0,5.921,926.0,35.374
2021-08-30,Australia,AUS,162.0,6.189,953.0,36.405
2021-08-31,Australia,AUS,175.0,6.685,1008.0,38.506
2021-09-01,Australia,AUS,184.0,7.029,1048.0,40.035
2021-09-02,Australia,AUS,179.0,6.838,1071.0,40.913
2021-09-03,Australia,AUS,198.0,7.564,1145.0,43.74
2021-09-04,Australia,AUS,200.0,7.64,1137.0,43.434
2021-09-05,Australia,AUS,204.0,7.793,1191.0,45.497
2021-09-06,Australia,AUS,223.0,8.519,1287.0,49.165
2021-09-07,Australia,AUS,229.0,8.748,1280.0,48.897
2021-09-08,Australia,AUS,236.0,9.015,1348.0,51.495
2021-09-09,Australia,AUS,244.0,9.321,1318.0,50.349
2021-09-10,Australia,AUS,258.0,9.856,1337.0,51.075
2021-09-11,Australia,AUS,257.0,9.818,1377.0,52.603
2021-09-12,Australia,AUS,263.0,10.047,1373.0,52.45
2021-09-13,Australia,AUS,279.0,10.658,1440.0,55.009
2021-09-14,Australia,AUS,279.0,10.658,1441.0,55.047
2021-09-15,Australia,AUS,283.0,10.811,1443.0,55.124
2021-09-16,Australia,AUS,279.0,10.658,1483.0,56.652
2021-09-17,Australia,AUS,291.0,11.116,1455.0,55.582
2021-09-18,Australia,AUS,291.0,11.116,1470.0,56.155
2021-09-19,Australia,AUS,297.0,11.346,1442.0,55.086
2021-09-20,Australia,AUS,306.0,11.689,1539.0,58.791
2021-09-21,Australia,AUS,302.0,11.537,1518.0,57.989
2021-09-22,Australia,AUS,295.0,11.269,1530.0,58.447
2021-09-23,Australia,AUS,301.0,11.498,1508.0,57.607
2021-09-24,Australia,AUS,298.0,11.384,1529.0,58.409
2021-09-25,Australia,AUS,299.0,11.422,1493.0,57.034
2021-09-26,Australia,AUS,292.0,11.155,1538.0,58.753
2021-09-27,Australia,AUS,297.0,11.346,1551.0,59.25
2021-09-28,Australia,AUS,296.0,11.307,1479.0,56.499
2021-09-29,Australia,AUS,303.0,11.575,1514.0,57.836
2021-09-30,Australia,AUS,300.0,11.46,1483.0,56.652
2021-10-01,Australia,AUS,302.0,11.537,1468.0,56.079
2021-10-02,Australia,AUS,299.0,11.422,1496.0,57.149
2021-10-03,Australia,AUS,296.0,11.307,1496.0,57.149
2021-10-04,Australia,AUS,298.0,11.384,1535.0,58.638
2021-10-05,Australia,AUS,291.0,11.116,1526.0,58.295
2021-10-06,Australia,AUS,306.0,11.689,1520.0,58.065
2021-10-07,Australia,AUS,293.0,11.193,1522.0,58.142
2021-10-08,Australia,AUS,287.0,10.964,1437.0,54.895
2021-10-09,Australia,AUS,293.0,11.193,1446.0,55.238
2021-10-10,Australia,AUS,296.0,11.307,1492.0,56.996
2021-10-11,Australia,AUS,309.0,11.804,1486.0,56.767
2021-10-12,Australia,AUS,306.0,11.689,1462.0,55.85
2021-10-13,Australia,AUS,296.0,11.307,1458.0,55.697
2021-10-14,Australia,AUS,311.0,11.88,1414.0,54.016
2021-10-15,Australia,AUS,312.0,11.919,1493.0,57.034
2021-10-16,Australia,AUS,298.0,11.384,1441.0,55.047
2021-10-17,Australia,AUS,297.0,11.346,1502.0,57.378
2021-10-18,Australia,AUS,288.0,11.002,1416.0,54.092
2021-10-19,Australia,AUS,280.0,10.696,1378.0,52.641
2021-10-20,Australia,AUS,276.0,10.543,1343.0,51.304
2021-10-21,Australia,AUS,282.0,10.773,1309.0,50.005
2021-10-22,Australia,AUS,279.0,10.658,1284.0,49.05
2021-10-23,Australia,AUS,276.0,10.543,1312.0,50.12
2021-10-24,Australia,AUS,278.0,10.62,1317.0,50.311
2021-10-25,Australia,AUS,265.0,10.123,1309.0,50.005
2021-10-26,Australia,AUS,241.0,9.206,1192.0,45.535
2021-10-27,Australia,AUS,226.0,8.633,1151.0,43.969
2021-10-28,Australia,AUS,216.0,8.251,1126.0,43.014
2021-10-29,Australia,AUS,221.0,8.442,1113.0,42.518
2021-10-30,Australia,AUS,211.0,8.06,1064.0,40.646
2021-10-31,Australia,AUS,216.0,8.251,1068.0,40.799
2021-11-01,Australia,AUS,203.0,7.755,1018.0,38.888
2021-11-02,Australia,AUS,187.0,7.144,983.0,37.551
2021-11-03,Australia,AUS,180.0,6.876,978.0,37.36
2021-11-04,Australia,AUS,171.0,6.532,931.0,35.565
2021-11-05,Australia,AUS,162.0,6.189,934.0,35.68
2021-11-06,Australia,AUS,149.0,5.692,851.0,32.509
2021-11-07,Australia,AUS,140.0,5.348,835.0,31.898
2021-11-08,Australia,AUS,133.0,5.081,851.0,32.509
2021-11-09,Australia,AUS,125.0,4.775,724.0,27.657
2021-11-10,Australia,AUS,119.0,4.546,702.0,26.817
2021-11-11,Australia,AUS,116.0,4.431,681.0,26.015
2021-11-12,Australia,AUS,172.0,6.571,654.0,24.983
2021-11-13,Australia,AUS,179.0,6.838,638.0,24.372
2021-11-14,Australia,AUS,181.0,6.914,615.0,23.494
2021-11-15,Australia,AUS,166.0,6.341,632.0,24.143
2021-11-16,Australia,AUS,157.0,5.998,598.0,22.844
2021-11-17,Australia,AUS,158.0,6.036,574.0,21.927
2021-11-18,Australia,AUS,144.0,5.501,559.0,21.354
2021-11-19,Australia,AUS,143.0,5.463,538.0,20.552
2021-11-20,Australia,AUS,146.0,5.577,547.0,20.896
2021-11-21,Australia,AUS,130.0,4.966,564.0,21.545
2021-11-22,Australia,AUS,134.0,5.119,550.0,21.01
2021-11-23,Australia,AUS,143.0,5.463,531.0,20.285
2021-11-24,Australia,AUS,130.0,4.966,563.0,21.507
2021-11-25,Australia,AUS,130.0,4.966,557.0,21.278
2021-11-26,Australia,AUS,121.0,4.622,536.0,20.476
2021-11-27,Australia,AUS,126.0,4.813,512.0,19.559
2021-11-28,Australia,AUS,126.0,4.813,542.0,20.705
2021-11-29,Australia,AUS,124.0,4.737,543.0,20.743
2021-11-30,Australia,AUS,119.0,4.546,532.0,20.323
2021-12-01,Australia,AUS,118.0,4.508,513.0,19.597
2021-12-02,Australia,AUS,115.0,4.393,511.0,19.521
2021-12-03,Australia,AUS,116.0,4.431,517.0,19.75
2021-12-04,Australia,AUS,112.0,4.278,541.0,20.667
2021-12-05,Australia,AUS,118.0,4.508,562.0,21.469
2021-12-06,Australia,AUS,133.0,5.081,543.0,20.743
2021-12-07,Australia,AUS,125.0,4.775,529.0,20.208
2021-12-08,Australia,AUS,123.0,4.699,539.0,20.59
2021-12-09,Australia,AUS,130.0,4.966,544.0,20.781
2021-12-10,Australia,AUS,139.0,5.31,541.0,20.667
2021-12-11,Australia,AUS,140.0,5.348,535.0,20.437
2021-12-12,Australia,AUS,142.0,5.425,569.0,21.736
2021-12-13,Australia,AUS,141.0,5.386,610.0,23.303
2021-12-14,Australia,AUS,153.0,5.845,625.0,23.876
2021-12-15,Australia,AUS,149.0,5.692,672.0,25.671
2021-12-16,Australia,AUS,142.0,5.425,716.0,27.352
2021-12-17,Australia,AUS,148.0,5.654,717.0,27.39
2021-12-18,Australia,AUS,146.0,5.577,759.0,28.994
2021-12-19,Australia,AUS,151.0,5.768,754.0,28.803
2021-12-20,Australia,AUS,156.0,5.959,774.0,29.567
2021-12-21,Australia,AUS,156.0,5.959,794.0,30.331
2021-12-22,Australia,AUS,161.0,6.15,860.0,32.853
2021-12-23,Australia,AUS,172.0,6.571,911.0,34.801
2021-12-24,Australia,AUS,167.0,6.38,906.0,34.61
2021-12-25,Australia,AUS,171.0,6.532,969.0,37.017
2021-12-26,Australia,AUS,179.0,6.838,1000.0,38.201
2021-12-27,Australia,AUS,190.0,7.258,1067.0,40.76
2021-12-28,Australia,AUS,171.0,6.532,1177.0,44.962
2021-12-29,Australia,AUS,167.0,6.38,1310.0,50.043
2021-12-30,Australia,AUS,171.0,6.532,1465.0,55.964
2021-12-31,Australia,AUS,182.0,6.953,1605.0,61.312
2022-01-01,Australia,AUS,194.0,7.411,1828.0,69.831
2022-01-02,Australia,AUS,217.0,8.29,2003.0,76.516
2022-01-03,Australia,AUS,237.0,9.054,2207.0,84.309
2022-01-04,Australia,AUS,248.0,9.474,2524.0,96.419
2022-01-05,Australia,AUS,258.0,9.856,2707.0,103.41
2022-01-06,Australia,AUS,275.0,10.505,2904.0,110.935
2022-01-07,Australia,AUS,293.0,11.193,3107.0,118.69
2022-01-08,Australia,AUS,300.0,11.46,3323.0,126.942
2022-01-09,Australia,AUS,325.0,12.415,3523.0,134.582
2022-01-10,Australia,AUS,342.0,13.065,3865.0,147.646
2022-01-11,Australia,AUS,349.0,13.332,4006.0,153.033
2022-01-12,Australia,AUS,349.0,13.332,4197.0,160.329
2022-01-13,Australia,AUS,361.0,13.791,4424.0,169.001
2022-01-14,Australia,AUS,384.0,14.669,4603.0,175.839
2022-01-15,Australia,AUS,392.0,14.975,4759.0,181.798
2022-01-16,Australia,AUS,411.0,15.701,5047.0,192.8
2022-01-17,Australia,AUS,419.0,16.006,5238.0,200.096
2022-01-18,Australia,AUS,424.0,16.197,5307.0,202.732
2022-01-19,Australia,AUS,417.0,15.93,5277.0,201.586
2022-01-20,Australia,AUS,424.0,16.197,5147.0,196.62
2022-01-21,Australia,AUS,417.0,15.93,5108.0,195.13
2022-01-22,Australia,AUS,384.0,14.669,5036.0,192.38
2022-01-23,Australia,AUS,394.0,15.051,5173.0,197.613
2022-01-24,Australia,AUS,395.0,15.089,5390.0,205.903
2022-01-25,Australia,AUS,372.0,14.211,5227.0,199.676
2022-01-26,Australia,AUS,382.0,14.593,5090.0,194.442
2022-01-27,Australia,AUS,391.0,14.937,5021.0,191.807
2022-01-28,Australia,AUS,394.0,15.051,4953.0,189.209
2022-01-29,Australia,AUS,367.0,14.02,4790.0,182.982
2022-01-30,Australia,AUS,371.0,14.173,4947.0,188.98
2022-01-31,Australia,AUS,371.0,14.173,4954.0,189.247
2022-02-01,Australia,AUS,348.0,13.294,4664.0,178.169
2022-02-02,Australia,AUS,341.0,13.026,4594.0,175.495
2022-02-03,Australia,AUS,313.0,11.957,4448.0,169.917
2022-02-04,Australia,AUS,302.0,11.537,4256.0,162.583
2022-02-05,Australia,AUS,284.0,10.849,4147.0,158.419
2022-02-06,Australia,AUS,292.0,11.155,3914.0,149.518
2022-02-07,Australia,AUS,271.0,10.352,3801.0,145.202
2022-02-08,Australia,AUS,274.0,10.467,3588.0,137.065
2022-02-09,Australia,AUS,267.0,10.2,3414.0,130.418
2022-02-10,Australia,AUS,258.0,9.856,3293.0,125.795
2022-02-11,Australia,AUS,257.0,9.818,3126.0,119.416
2022-02-12,Australia,AUS,223.0,8.519,3010.0,114.985
2022-02-13,Australia,AUS,231.0,8.824,3069.0,117.238
2022-02-14,Australia,AUS,222.0,8.481,2949.0,112.654
2022-02-15,Australia,AUS,223.0,8.519,2738.0,104.594
2022-02-16,Australia,AUS,224.0,8.557,2677.0,102.264
2022-02-17,Australia,AUS,208.0,7.946,2528.0,96.572
2022-02-18,Australia,AUS,190.0,7.258,2467.0,94.242
2022-02-19,Australia,AUS,184.0,7.029,2392.0,91.376
2022-02-20,Australia,AUS,179.0,6.838,2416.0,92.293
2022-02-21,Australia,AUS,171.0,6.532,2407.0,91.95
2022-02-22,Australia,AUS,172.0,6.571,2322.0,88.702
2022-02-23,Australia,AUS,157.0,5.998,2186.0,83.507
2022-02-24,Australia,AUS,157.0,5.998,2072.0,79.152
2022-02-25,Australia,AUS,150.0,5.73,2025.0,77.357
2022-02-26,Australia,AUS,137.0,5.234,1995.0,76.211
2022-02-27,Australia,AUS,136.0,5.195,2003.0,76.516
2022-02-28,Australia,AUS,131.0,5.004,1940.0,74.11
2022-03-01,Australia,AUS,121.0,4.622,1904.0,72.734
2022-03-02,Australia,AUS,118.0,4.508,1837.0,70.175
2022-03-03,Australia,AUS,110.0,4.202,1752.0,66.928
2022-03-04,Australia,AUS,112.0,4.278,1752.0,66.928
2022-03-05,Australia,AUS,113.0,4.317,1737.0,66.355
2022-03-06,Australia,AUS,117.0,4.47,1809.0,69.105
2022-03-07,Australia,AUS,112.0,4.278,1788.0,68.303
2022-03-08,Australia,AUS,112.0,4.278,1737.0,66.355
2022-03-09,Australia,AUS,108.0,4.126,1688.0,64.483
2022-03-10,Australia,AUS,101.0,3.858,1689.0,64.521
2022-03-11,Australia,AUS,97.0,3.705,1655.0,63.222
2022-03-12,Australia,AUS,108.0,4.126,1702.0,65.018
2022-03-13,Australia,AUS,112.0,4.278,1727.0,65.973
2022-03-14,Australia,AUS,105.0,4.011,1801.0,68.8
2022-03-15,Australia,AUS,105.0,4.011,1782.0,68.074
2022-03-16,Australia,AUS,96.0,3.667,1855.0,70.863
2022-03-17,Australia,AUS,92.0,3.514,1812.0,69.22
2022-03-18,Australia,AUS,85.0,3.247,1903.0,72.696
2022-03-19,Australia,AUS,87.0,3.323,1943.0,74.224
2022-03-20,Australia,AUS,87.0,3.323,2046.0,78.159
2022-03-21,Australia,AUS,95.0,3.629,2107.0,80.489
2022-03-22,Australia,AUS,95.0,3.629,2104.0,80.375
2022-03-23,Australia,AUS,102.0,3.896,2149.0,82.094
2022-03-24,Australia,AUS,96.0,3.667,2152.0,82.208
2022-03-25,Australia,AUS,100.0,3.82,2159.0,82.476
2022-03-26,Australia,AUS,102.0,3.896,2176.0,83.125
2022-03-27,Australia,AUS,113.0,4.317,2301.0,87.9
2022-03-28,Australia,AUS,119.0,4.546,2364.0,90.307
2022-03-29,Australia,AUS,102.0,3.896,2446.0,93.439
2022-03-30,Australia,AUS,89.0,3.4,2492.0,95.197
2022-03-31,Australia,AUS,88.0,3.362,2533.0,96.763
2022-04-01,Australia,AUS,95.0,3.629,2522.0,96.343
2022-04-02,Australia,AUS,103.0,3.935,2581.0,98.596
2022-04-03,Australia,AUS,107.0,4.087,2699.0,103.104
2022-04-04,Australia,AUS,114.0,4.355,2836.0,108.338
2022-04-05,Australia,AUS,107.0,4.087,2811.0,107.383
2022-04-06,Australia,AUS,102.0,3.896,2778.0,106.122
2022-04-07,Australia,AUS,95.0,3.629,2818.0,107.65
2022-04-08,Australia,AUS,103.0,3.935,2844.0,108.643
2022-04-09,Australia,AUS,113.0,4.317,2941.0,112.349
2022-04-10,Australia,AUS,121.0,4.622,3092.0,118.117
2022-04-11,Australia,AUS,130.0,4.966,3145.0,120.142
2022-04-12,Australia,AUS,126.0,4.813,3147.0,120.218
2022-04-13,Australia,AUS,126.0,4.813,3138.0,119.874
2022-04-14,Australia,AUS,128.0,4.89,2979.0,113.8
2022-04-15,Australia,AUS,134.0,5.119,2996.0,114.45
2022-04-16,Australia,AUS,130.0,4.966,3070.0,117.277
2022-04-17,Australia,AUS,140.0,5.348,3178.0,121.402
2022-04-18,Australia,AUS,144.0,5.501,3276.0,125.146
2022-04-19,Australia,AUS,161.0,6.15,3329.0,127.171
2022-04-20,Australia,AUS,147.0,5.616,3312.0,126.521
2022-04-21,Australia,AUS,134.0,5.119,3236.0,123.618
2022-04-22,Australia,AUS,133.0,5.081,3210.0,122.625
2022-04-23,Australia,AUS,135.0,5.157,3152.0,120.409
2022-04-24,Australia,AUS,132.0,5.043,3144.0,120.104
2022-04-25,Australia,AUS,141.0,5.386,3291.0,125.719
2022-04-26,Australia,AUS,142.0,5.425,3391.0,129.539
2022-04-27,Australia,AUS,149.0,5.692,3284.0,125.452
2022-04-28,Australia,AUS,137.0,5.234,3169.0,121.059
2022-04-29,Australia,AUS,139.0,5.31,3177.0,121.364
2022-04-30,Australia,AUS,149.0,5.692,3099.0,118.385
2022-05-01,Australia,AUS,135.0,5.157,3218.0,122.93
2022-05-02,Australia,AUS,143.0,5.463,3088.0,117.964
2022-05-03,Australia,AUS,142.0,5.425,3104.0,118.576
2022-05-04,Australia,AUS,133.0,5.081,3131.0,119.607
2022-05-05,Australia,AUS,126.0,4.813,3125.0,119.378
2022-05-06,Australia,AUS,130.0,4.966,3071.0,117.315
2022-05-07,Australia,AUS,131.0,5.004,3073.0,117.391
2022-05-08,Australia,AUS,129.0,4.928,3139.0,119.913
2022-05-09,Australia,AUS,123.0,4.699,3168.0,121.02
2022-05-10,Australia,AUS,114.0,4.355,3102.0,118.499
2022-05-11,Australia,AUS,122.0,4.661,3004.0,114.755
2022-05-12,Australia,AUS,123.0,4.699,2988.0,114.144
2022-05-13,Australia,AUS,122.0,4.661,2956.0,112.922
2022-05-14,Australia,AUS,129.0,4.928,2988.0,114.144
2022-05-15,Australia,AUS,138.0,5.272,3101.0,118.461
2022-05-16,Australia,AUS,130.0,4.966,3162.0,120.791
2022-05-17,Australia,AUS,133.0,5.081,3134.0,119.722
2022-05-18,Australia,AUS,119.0,4.546,2986.0,114.068
2022-05-19,Australia,AUS,118.0,4.508,2891.0,110.439
2022-05-20,Australia,AUS,107.0,4.087,2829.0,108.07
2022-05-21,Australia,AUS,108.0,4.126,2844.0,108.643
2022-05-22,Australia,AUS,106.0,4.049,2912.0,111.241
